Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
dabrafenib (sustancia)	703641001	sustancia	0	0	[421192001, 763613005, 714108002, 387385000, 712494002, 414460008, 63999004, 788050002, 870689004, 414123001]	0	1.0	2	1.0	[116680003, 726542003]	421192001	2	1.0	[116680003, 726542003]	421192001	[[116680003, -1], [726542003, -1]]	[[372917005, 710227007, 426265004, 704312008, 782553002, 786913008, 772204005, 772205006, 772202009, 781256007], [734581006, 734937009, 734583009, 43305003, 734606006, 130465001, 772198007, 405841006, 782551000, 770391003]]	[[116680003, -1], [726542003, -1]]	[[372917005, 710227007, 426265004, 704312008, 782553002, 786913008, 772204005, 772205006, 772202009, 781256007], [734581006, 734937009, 734583009, 43305003, 734606006, 130465001, 772198007, 405841006, 782551000, 770391003]]
reemplazo de emergencia de arteria femoral aneurismática por anastomosis de arteria femoral a arteria femoral (procedimiento)	175632006	procedimiento	0	0	[175564009, 175624003, 175626001, 175622004, 175630003, 175620007, 175562008, 175568007, 275255004, 175569004]	0	1.0	5	1.0	[116680003, 363700003, 405813007, 260686004, 260870009]	175564009	5	1.0	[116680003, 363700003, 405813007, 260686004, 260870009]	175564009	[[116680003, 3], [363700003, 0], [405813007, 0], [260686004, -1], [260870009, 0]]	[[265512001, 233368003, 233365000, 265524008, 175564009, 175624003, 233367008, 175626001, 175622004, 233366004], [85659009, 432119003, 70984001, 125271003, 277198009, 53672001, 233982006, 57754000, 14156004, 123625002], [7657000, 69833005, 711511008, 113270003, 764115008, 764114007, 787112007, 787111000, 83419000, 13792001], [360150000, 282089006, 713295009, 261391004, 425362007, 708858006, 256522001, 75949002, 86957000, 129389005], [25876001, 398142004, 25721000087108, 708933000, 174036004, 715743002, 373110003, 109740009, 274130007, 64587006]]	[[116680003, 3], [363700003, 0], [405813007, 0], [260686004, -1], [260870009, 0]]	[[265512001, 233368003, 233365000, 265524008, 175564009, 175624003, 233367008, 175626001, 175622004, 233366004], [85659009, 432119003, 70984001, 125271003, 277198009, 53672001, 233982006, 57754000, 14156004, 123625002], [7657000, 69833005, 711511008, 113270003, 764115008, 764114007, 787112007, 787111000, 83419000, 13792001], [360150000, 282089006, 713295009, 261391004, 425362007, 708858006, 256522001, 75949002, 86957000, 129389005], [25876001, 398142004, 25721000087108, 708933000, 174036004, 715743002, 373110003, 109740009, 274130007, 64587006]]
medición del nivel de adrenocorticotrofina en suero (procedimiento)	271536006	procedimiento	0	0	[271245006, 313759009, 271244005, 394665003, 269862009, 391378005, 395043005, 391289000, 391452000, 391573002]	0	1.0	3	1.0	[246093002, 116680003, 260686004]	271245006	3	1.0	[246093002, 116680003, 260686004]	271245006	[[246093002, 0], [116680003, 6], [260686004, 0]]	[[40789008, 237669001, 734675006, 259338007, 3652007, 73064001, 237692001, 264303006, 237578000, 71971001], [80874005, 121744008, 113083009, 117694008, 412932004, 39966003, 49466006, 121815004, 104650000, 489004], [129266000, 104497009, 412988008, 257890000, 360060007, 256644001, 367558000, 360038009, 121683003, 277763000]]	[[246093002, 0], [116680003, 6], [260686004, 0]]	[[40789008, 237669001, 734675006, 259338007, 3652007, 73064001, 237692001, 264303006, 237578000, 71971001], [80874005, 121744008, 113083009, 117694008, 412932004, 39966003, 49466006, 121815004, 104650000, 489004], [129266000, 104497009, 412988008, 257890000, 360060007, 256644001, 367558000, 360038009, 121683003, 277763000]]
dermatomicosis diseminada por Penicillium (trastorno)	403123003	trastorno	0	0	[713315007, 403125005, 403124009, 427520002, 127601000119103, 721797009, 40911008, 240446006, 735520000, 187176005]	0	1.0	3	1.0	[116680003, 370135005, 246075003]	713315007	3	1.0	[116680003, 370135005, 246075003]	713315007	[[116680003, -1], [370135005, 5], [246075003, 7]]	[[89894006, 715146002, 372953007, 372944000, 372949005, 372936000, 372951009, 372954001, 372966007, 372956004], [415178003, 719982003, 308489006, 29458008, 308490002, 441862004, 263680009, 609404002, 272515006, 361486000], [10210008, 416159005, 57637003, 67330005, 4571006, 260183008, 736941006, 42993004, 416494008, 417077007]]	[[116680003, -1], [370135005, 5], [246075003, 7]]	[[89894006, 715146002, 372953007, 372944000, 372949005, 372936000, 372951009, 372954001, 372966007, 372956004], [415178003, 719982003, 308489006, 29458008, 308490002, 441862004, 263680009, 609404002, 272515006, 361486000], [10210008, 416159005, 57637003, 67330005, 4571006, 260183008, 736941006, 42993004, 416494008, 417077007]]
caquexia asociada con SIDA (hallazgo)	422003001	hallazgo	-1	-1	[421230000, 421883002, 420877009, 422194002, 421403008, 420900006, 421706001, 420945005, 421529006, 422177004]	0	1.0	3	0.75	[116680003, 363698007, 47429007]	421230000	0	0.0	[]	-1	[[116680003, -1], [363698007, -1], [47429007, 0]]	[[420721002, 421394009, 421874007, 420302007, 170530008, 420524008, 62479008, 420818005, 441120009, 703625002], [181268008, 181279003, 361596007, 279384001, 730839002, 308799002, 362291003, 362855003, 362303006, 727080004], [62479008, 276665006, 170530008, 420818005, 420721002, 420403001, 421312009, 420302007, 421020000, 421431004]]		
prueba de resistencia a la lisozima (procedimiento)	9759000	procedimiento	0	0	[252481005, 89834008, 79794005, 252248006, 23297007, 252266001, 64014002, 32828003, 103819007, 34733005]	0	1.0	2	0.5	[116680003, 260686004]	252481005	2	0.5	[116680003, 260686004]	252481005	[[116680003, -1], [260686004, 0]]	[[302761001, 252248006, 252266001, 23297007, 417518004, 66592006, 252873003, 57350006, 43103000, 13745000], [129265001, 129301005, 367558000, 257890000, 256644001, 129318009, 360038009, 277763000, 129399000, 129410003]]	[[116680003, -1], [260686004, 0]]	[[302761001, 252248006, 252266001, 23297007, 417518004, 66592006, 252873003, 57350006, 43103000, 13745000], [129265001, 129301005, 367558000, 257890000, 256644001, 129318009, 360038009, 277763000, 129399000, 129410003]]
aumento de cúbito (procedimiento)	313051001	procedimiento	0	0	[313052008, 313050000, 313048008, 313053003, 304365008, 272197008, 164770006, 272233004, 736318006, 239391007]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	313052008	3	1.0	[116680003, 260686004, 405813007]	313052008	[[116680003, 1], [260686004, 0], [405813007, 2]]	[[2566000, 58993002, 5760000, 5616006, 12361006, 733235002, 39372009, 54556006, 56413001, 75857000], [129351000, 129338005, 129350004, 129349004, 410820007, 713295009, 129286001, 129352007, 788288006, 278312000], [21133008, 712897002, 23416004, 719463001, 719462006, 91238003, 712895005, 712896006, 719622004, 47728000]]	[[116680003, 1], [260686004, 0], [405813007, 2]]	[[2566000, 58993002, 5760000, 5616006, 12361006, 733235002, 39372009, 54556006, 56413001, 75857000], [129351000, 129338005, 129350004, 129349004, 410820007, 713295009, 129286001, 129352007, 788288006, 278312000], [21133008, 712897002, 23416004, 719463001, 719462006, 91238003, 712895005, 712896006, 719622004, 47728000]]
ingreso personal bajo (hallazgo)	224175008	hallazgo	0	0	[224177000, 224176009, 224170003, 224174007, 305442008, 410428008, 305439002, 305497003, 25986004, 305523007]	0	1.0	3	1.0	[418775008, 116680003, 363714003]	224177000	3	1.0	[418775008, 116680003, 363714003]	224177000	[[418775008, 0], [116680003, 0], [363714003, 0]]	[[84100007, 5491000179105, 129466003, 6035001, 169563005, 394809005, 32069008, 394600006, 250171008, 401059001], [365554002, 365553008, 365550006, 365557009, 365552003, 365565007, 365461001, 365501000, 365463003, 184782008], [224173001, 74781006, 178046009, 16702001, 25986004, 305440000, 185386002, 305615004, 305618002, 305604009]]	[[418775008, 0], [116680003, 0], [363714003, 0]]	[[84100007, 5491000179105, 129466003, 6035001, 169563005, 394809005, 32069008, 394600006, 250171008, 401059001], [365554002, 365553008, 365550006, 365557009, 365552003, 365565007, 365461001, 365501000, 365463003, 184782008], [224173001, 74781006, 178046009, 16702001, 25986004, 305440000, 185386002, 305615004, 305618002, 305604009]]
eliptocitosis hereditaria por defecto de espectrina alfa (trastorno)	8857001	trastorno	0	0	[73073009, 69981004, 66262001, 25266006, 15121005, 47516005, 77413008, 32648007, 24975009, 10564005]	0	1.0	7	1.0	[116680003, 116676008, 363713009, 246454002, 363714003, 363698007, 370135005]	73073009	7	1.0	[116680003, 116676008, 363713009, 246454002, 363714003, 363698007, 370135005]	73073009	[[116680003, 0], [116676008, -1], [363713009, 0], [246454002, 0], [363714003, 0], [363698007, 0], [370135005, 0]]	[[11164009, 1899006, 255404009, 75970008, 718103001, 85995004, 438492008, 403776002, 363070008, 716774008], [72724002, 723198002, 16157006, 62287006, 84998005, 80242008, 38783005, 1470008, 54190007, 16558006], [281300000, 281302008, 416955003, 415116008, 394844007, 846676008, 80251000119104, 449781000, 445004006, 415115007], [255399007, 348971000119105, 45798009, 26408002, 700257009, 253786009, 12458006, 102283003, 62344005, 726334003], [441689006, 68994006, 442673006, 259693005, 258740009, 104568008, 43396009, 104142005, 104143000, 37254006], [41898006, 84082000, 725993007, 57722009, 397021001, 259681001, 23305007, 7841003, 397022008, 29208003], [308490002, 308489006, 415178003, 719982003, 29458008, 441862004, 609404002, 272515006, 263680009, 702640006]]	[[116680003, 0], [116676008, -1], [363713009, 0], [246454002, 0], [363714003, 0], [363698007, 0], [370135005, 0]]	[[11164009, 1899006, 255404009, 75970008, 718103001, 85995004, 438492008, 403776002, 363070008, 716774008], [72724002, 723198002, 16157006, 62287006, 84998005, 80242008, 38783005, 1470008, 54190007, 16558006], [281300000, 281302008, 416955003, 415116008, 394844007, 846676008, 80251000119104, 449781000, 445004006, 415115007], [255399007, 348971000119105, 45798009, 26408002, 700257009, 253786009, 12458006, 102283003, 62344005, 726334003], [441689006, 68994006, 442673006, 259693005, 258740009, 104568008, 43396009, 104142005, 104143000, 37254006], [41898006, 84082000, 725993007, 57722009, 397021001, 259681001, 23305007, 7841003, 397022008, 29208003], [308490002, 308489006, 415178003, 719982003, 29458008, 441862004, 609404002, 272515006, 263680009, 702640006]]
identificación de anticuerpos anti - grupo sanguíneo i - 2 (procedimiento)	104055009	procedimiento	0	0	[104054008, 104043003, 104044009, 103995003, 103992000, 103984009, 104048007, 104012005, 104058006, 104018009]	0	1.0	3	1.0	[246093002, 116680003, 260686004]	104054008	3	1.0	[246093002, 116680003, 260686004]	104054008	[[246093002, 0], [116680003, 0], [260686004, 0]]	[[19830006, 71972008, 80048003, 79008007, 2404002, 18380000, 112199009, 19136002, 15942008, 82803005], [104050004, 103947007, 104032006, 104036009, 104025002, 104013000, 104022004, 104027005, 104039002, 103970004], [129266000, 121879000, 121886008, 121884006, 121877003, 121888009, 121368003, 117708009, 121357003, 121881003]]	[[246093002, 0], [116680003, 0], [260686004, 0]]	[[19830006, 71972008, 80048003, 79008007, 2404002, 18380000, 112199009, 19136002, 15942008, 82803005], [104050004, 103947007, 104032006, 104036009, 104025002, 104013000, 104022004, 104027005, 104039002, 103970004], [129266000, 121879000, 121886008, 121884006, 121877003, 121888009, 121368003, 117708009, 121357003, 121881003]]
drenaje de chalazión (procedimiento)	274007003	procedimiento	0	0	[274008008, 308760005, 45901004, 445732008, 3826004, 417117000, 444570003, 251548005, 275010000, 361184007]	0	1.0	5	1.0	[116680003, 363709002, 405814001, 363701004, 260686004]	274008008	5	1.0	[116680003, 363709002, 405814001, 363701004, 260686004]	274008008	[[116680003, 0], [363709002, -1], [405814001, -1], [363701004, 0], [260686004, 0]]	[[172261006, 172277007, 172211002, 231593009, 172212009, 302697001, 3826004, 301913002, 36239005, 176623001], [52988006, 129739004, 129738007, 129742005, 708557009, 708484008, 125575006, 129740002, 276853009, 262572000], [80243003, 714649001, 699898004, 51360009, 38934000, 62736007, 721065004, 721066003, 41310005, 709293002], [105590001, 417176000, 89227002, 56552006, 301054007, 45986006, 440551000124102, 259653007, 762766007, 312438007], [129289008, 303996000, 298053008, 277763000, 367558000, 255595002, 256644001, 416677001, 129399000, 129291000]]	[[116680003, 0], [363709002, -1], [405814001, -1], [363701004, 0], [260686004, 0]]	[[172261006, 172277007, 172211002, 231593009, 172212009, 302697001, 3826004, 301913002, 36239005, 176623001], [52988006, 129739004, 129738007, 129742005, 708557009, 708484008, 125575006, 129740002, 276853009, 262572000], [80243003, 714649001, 699898004, 51360009, 38934000, 62736007, 721065004, 721066003, 41310005, 709293002], [105590001, 417176000, 89227002, 56552006, 301054007, 45986006, 440551000124102, 259653007, 762766007, 312438007], [129289008, 303996000, 298053008, 277763000, 367558000, 255595002, 256644001, 416677001, 129399000, 129291000]]
promoción de la participación familiar (régimen/tratamiento)	386299008	régimen/tratamiento	0	0	[389110003, 386297005, 710146004, 386371002, 710851008, 385992003, 438294006, 710997006, 405204003, 711070007]	0	1.0	2	1.0	[370131001, 116680003]	389110003	2	1.0	[370131001, 116680003]	389110003	[[370131001, 0], [116680003, -1]]	[[35359004, 773654001, 421401005, 421572000, 421573005, 421598006, 392222009, 422138002, 416819005, 285591004], [386371002, 438294006, 385992003, 225346003, 410417009, 224469007, 385827001, 385826005, 710121004, 410226005]]	[[370131001, 0], [116680003, -1]]	[[35359004, 773654001, 421401005, 421572000, 421573005, 421598006, 392222009, 422138002, 416819005, 285591004], [386371002, 438294006, 385992003, 225346003, 410417009, 224469007, 385827001, 385826005, 710121004, 410226005]]
reacción adversa a la cefoxitina (trastorno)	293020000	trastorno	0	0	[293009000, 292970007, 293013007, 293017008, 292999002, 293073000, 293007003, 292885002, 293021001, 292221003]	0	1.0	2	1.0	[116680003, 246075003]	293009000	2	1.0	[116680003, 246075003]	293009000	[[116680003, 1], [246075003, 0]]	[[293006007, 293002009, 293016004, 292995008, 292994007, 293011009, 292998005, 293015000, 293017008, 292999002], [372780005, 372898000, 13585009, 372770006, 87303007, 372670001, 387446008, 372743004, 96059002, 387470007]]	[[116680003, 1], [246075003, 0]]	[[293006007, 293002009, 293016004, 292995008, 292994007, 293011009, 292998005, 293015000, 293017008, 292999002], [372780005, 372898000, 13585009, 372770006, 87303007, 372670001, 387446008, 372743004, 96059002, 387470007]]
