Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
rilpivirina (sustancia)	703123005	sustancia	0	0	[703823007, 771596001, 715220007, 781493004, 404856006, 713464000, 772193003, 387389006, 716073005, 73407000]	0	1.0	2	1.0	[116680003, 726542003]	703823007	2	1.0	[116680003, 726542003]	703823007	[[116680003, -1], [726542003, -1]]	[[67620008, 419190006, 88020002, 433518008, 3466009, 53682000, 65025001, 90086005, 35344005, 54045000], [735969005, 16434671000119101, 75616009, 441520002, 764133002, 736948000, 240792005, 443530000, 444260001, 772814007]]	[[116680003, -1], [726542003, -1]]	[[67620008, 419190006, 88020002, 433518008, 3466009, 53682000, 65025001, 90086005, 35344005, 54045000], [735969005, 16434671000119101, 75616009, 441520002, 764133002, 736948000, 240792005, 443530000, 444260001, 772814007]]
método de tinción de eosina-azur (procedimiento)	117046008	procedimiento	0	0	[116998002, 406872000, 117223003, 117231008, 406979008, 117331006, 117309003, 117009009, 117235004, 104215003]	0	1.0	2	1.0	[116680003, 424361007]	116998002	2	1.0	[116680003, 424361007]	116998002	[[116680003, -1], [424361007, -1]]	[[37926009, 117327000, 117260004, 8291009, 20543007, 703443008, 117333009, 117048009, 406932008, 117237007], [6725000, 55831004, 66684005, 387239001, 88381009, 69076006, 38424001, 125701003, 109196007, 33465003]]	[[116680003, -1], [424361007, -1]]	[[37926009, 117327000, 117260004, 8291009, 20543007, 703443008, 117333009, 117048009, 406932008, 117237007], [6725000, 55831004, 66684005, 387239001, 88381009, 69076006, 38424001, 125701003, 109196007, 33465003]]
hemólisis extravascular (hallazgo)	51467008	hallazgo	0	0	[73320003, 404227002, 198830009, 15601008, 418983006, 12296009, 70823006, 24911006, 53183006, 191222008]	0	1.0	3	1.0	[363713009, 116680003, 363714003]	73320003	3	1.0	[363713009, 116680003, 363714003]	73320003	[[363713009, 5], [116680003, -1], [363714003, 1]]	[[314231002, 410591008, 298321008, 162086005, 299938006, 52101004, 161954000, 300553002, 763657009, 698526007], [127403002, 409029008, 284531007, 710873001, 118212000, 371498006, 300390002, 365698005, 250498001, 366255007], [73320003, 404227002, 198830009, 15601008, 418983006, 12296009, 70823006, 24911006, 53183006, 191222008]]	[[363713009, 5], [116680003, -1], [363714003, 1]]	[[314231002, 410591008, 298321008, 162086005, 299938006, 52101004, 161954000, 300553002, 763657009, 698526007], [127403002, 409029008, 284531007, 710873001, 118212000, 371498006, 300390002, 365698005, 250498001, 366255007], [73320003, 404227002, 198830009, 15601008, 418983006, 12296009, 70823006, 24911006, 53183006, 191222008]]
sobredosis voluntaria de tranilcipromina (trastorno)	295904009	trastorno	0	0	[295892001, 295656003, 295874009, 296750009, 296193003, 296223003, 296026003, 296719007, 295211002, 295770008]	0	1.0	2	1.0	[116680003, 246075003]	295892001	2	1.0	[116680003, 246075003]	295892001	[[116680003, 0], [246075003, 0]]	[[59274003, 296327000, 838521001, 295344005, 295745008, 295489007, 295510002, 295642000, 297010006, 295858004], [372891006, 387441003, 387528000, 395772004, 387470007, 387505001, 387533001, 387146001, 387474003, 372770006]]	[[116680003, 0], [246075003, 0]]	[[59274003, 296327000, 838521001, 295344005, 295745008, 295489007, 295510002, 295642000, 297010006, 295858004], [372891006, 387441003, 387528000, 395772004, 387470007, 387505001, 387533001, 387146001, 387474003, 372770006]]
reclamo de indemnización pendiente (hallazgo)	160811003	hallazgo	0	4	[313109005, 160983005, 158924000, 275670009, 310402006, 185007003, 160895006, 185353001, 270830003, 408400006]	0	1.0	1	1.0	[116680003]	313109005	3	1.0	[418775008, 116680003, 363714003]	310402006	[[116680003, -1]]	[[66984008, 10593005, 11764003, 919001, 65771001, 31758001, 80405004, 47939006, 89412004, 398070004]]	[[418775008, 0], [116680003, -1], [363714003, -1]]	[[84100007, 177037000, 312878007, 312875005, 312874009, 312880001, 312879004, 312876006, 763024008, 129466003], [224468004, 224467009, 302153001, 276073003, 408817009, 224403006, 289226009, 224450002, 223692008, 302124002], [248295007, 212559004, 248002008, 248004009, 32572006, 386423001, 402601007, 78621006, 716348004, 68130003]]
luxación bilateral de glándulas lagrimales (trastorno)	345451000119103	trastorno	1	1	[1671000087105, 346771000119109, 10155006, 16652291000119105, 442778006, 444718001, 345481000119105, 60158005, 237416007, 440231004]	0	1.0	1	0.3333	[116680003]	1671000087105	3	0.75	[116676008, 116680003, 363698007]	346771000119109	[[116680003, 0]]	[[340091000119105, 334491000119108, 725037009, 725038004, 1201000087102, 1211000087100, 15635011000119104, 48065005, 24106005, 80984007]]	[[116676008, -1], [116680003, 8], [363698007, 2]]	[[12759004, 732308004, 702330002, 272876005, 228201000, 416210002, 62920004, 272885005, 54396009, 732433002], [64710004, 13553006, 86449009, 10587002, 204629008, 263020006, 205067002, 34277002, 340091000119105, 263010001], [334491000119108, 340091000119105, 18855009, 80984007, 48065005, 91590006, 725037009, 725038004, 44178003, 85706002]]
abuso de agentes hipnóticos y ansiolíticos sin adicción, continuo (trastorno)	191905001	trastorno	0	0	[191906000, 191907009, 191899001, 191893000, 191918009, 191900006, 191919001, 191930003, 191894006, 191931004]	0	1.0	2	1.0	[116680003, 246075003]	191906000	2	1.0	[116680003, 246075003]	191906000	[[116680003, 0], [246075003, 0]]	[[268647004, 191924003, 191925002, 414874007, 191912005, 191913000, 268640002, 145121000119106, 191893000, 191899001], [373209002, 439304005, 106433008, 106408005, 106326009, 106422005, 106413009, 106367004, 106434002, 106386007]]	[[116680003, 0], [246075003, 0]]	[[268647004, 191924003, 191925002, 414874007, 191912005, 191913000, 268640002, 145121000119106, 191893000, 191899001], [373209002, 439304005, 106433008, 106408005, 106326009, 106422005, 106413009, 106367004, 106434002, 106386007]]
quiste de la glándula tímica (trastorno)	40478000	trastorno	0	0	[23951003, 1482004, 237717004, 10480003, 72325004, 413099000, 30624007, 237465002, 709100000, 60096009]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	23951003	3	1.0	[116676008, 116680003, 363698007]	23951003	[[116676008, 0], [116680003, -1], [363698007, -1]]	[[367643001, 441457006, 178377003, 67475007, 110410009, 125293008, 204766008, 103678008, 78753008, 232410007], [248516005, 424667001, 248515009, 423309002, 424918001, 830031001, 246818006, 712648008, 361160004, 767665008], [28323001, 714652009, 714649001, 10410005, 127855006, 2759004, 2789006, 721068002, 721067007, 1028005]]	[[116676008, 0], [116680003, -1], [363698007, -1]]	[[367643001, 441457006, 178377003, 67475007, 110410009, 125293008, 204766008, 103678008, 78753008, 232410007], [248516005, 424667001, 248515009, 423309002, 424918001, 830031001, 246818006, 712648008, 361160004, 767665008], [28323001, 714652009, 714649001, 10410005, 127855006, 2759004, 2789006, 721068002, 721067007, 1028005]]
creación de fístula vesicovaginal (procedimiento)	176144000	procedimiento	0	0	[236907007, 233468004, 233469007, 58614007, 71382001, 440520008, 1086751000119105, 64215005, 259771008, 302392001]	0	1.0	3	0.75	[116680003, 260686004, 363704007]	236907007	3	0.75	[116680003, 260686004, 363704007]	236907007	[[116680003, -1], [260686004, -1], [363704007, -1]]	[[118862004, 108083004, 118858005, 118856009, 771330009, 118784006, 118855008, 118877007, 118791009, 108078007], [129284003, 788288006, 129344009, 360051004, 424832003, 441504007, 129347002, 129416009, 410756002, 360028004], [35039007, 91079009, 60028002, 245485002, 78067005, 280704004, 47605009, 91723000, 55940004, 42695009]]	[[116680003, -1], [260686004, -1], [363704007, -1]]	[[118862004, 108083004, 118858005, 118856009, 771330009, 118784006, 118855008, 118877007, 118791009, 108078007], [129284003, 788288006, 129344009, 360051004, 424832003, 441504007, 129347002, 129416009, 410756002, 360028004], [35039007, 91079009, 60028002, 245485002, 78067005, 280704004, 47605009, 91723000, 55940004, 42695009]]
estudio por imágenes de resonancia magnética de articulación de miembro inferior sin contraste (procedimiento)	394511000119106	procedimiento	0	0	[437751000119106, 16329211000119102, 16331381000119101, 16334661000119100, 413921000119104, 16342871000119103, 16342171000119105, 394501000119108, 16321411000119100, 16334561000119101]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	437751000119106	3	1.0	[116680003, 260686004, 405813007]	437751000119106	[[116680003, -1], [260686004, 0], [405813007, -1]]	[[2511000087109, 2521000087101, 447239004, 2631000087103, 2641000087109, 702719002, 418180008, 712876003, 241632009, 3041000087106], [312250003, 4251000179103, 408548005, 418180008, 764577000, 719178004, 764550009, 450558003, 312251004, 16327691000119101], [725974005, 710302002, 127951001, 281244004, 61685007, 725436006, 725435005, 866197002, 263087006, 866195005]]	[[116680003, -1], [260686004, 0], [405813007, -1]]	[[2511000087109, 2521000087101, 447239004, 2631000087103, 2641000087109, 702719002, 418180008, 712876003, 241632009, 3041000087106], [312250003, 4251000179103, 408548005, 418180008, 764577000, 719178004, 764550009, 450558003, 312251004, 16327691000119101], [725974005, 710302002, 127951001, 281244004, 61685007, 725436006, 725435005, 866197002, 263087006, 866195005]]
operación de tabicación ventricular completa (procedimiento)	233109001	procedimiento	0	0	[233166006, 233106008, 233110006, 233108009, 233165005, 233133007, 233164009, 233050006, 237172007, 1501006]	0	1.0	3	0.75	[116680003, 260686004, 405813007]	233166006	3	0.75	[116680003, 260686004, 405813007]	233166006	[[116680003, 0], [260686004, -1], [405813007, -1]]	[[233106008, 233110006, 233050006, 233108009, 233164009, 233133007, 233101003, 233119007, 237172007, 397108006], [129298006, 360232003, 129354008, 257935006, 129423005, 129374001, 298053008, 129310002, 129286001, 255595002], [312212009, 281074004, 261187001, 22301005, 304868003, 278964004, 251165007, 244415001, 278957001, 245409005]]	[[116680003, 0], [260686004, -1], [405813007, -1]]	[[233106008, 233110006, 233050006, 233108009, 233164009, 233133007, 233101003, 233119007, 237172007, 397108006], [129298006, 360232003, 129354008, 257935006, 129423005, 129374001, 298053008, 129310002, 129286001, 255595002], [312212009, 281074004, 261187001, 22301005, 304868003, 278964004, 251165007, 244415001, 278957001, 245409005]]
benzalconio (sustancia)	373549009	sustancia	0	0	[395964006, 395909003, 387043006, 386935009, 387204001, 414275002, 36661005, 386934008, 116598007, 396061008]	0	1.0	2	1.0	[116680003, 726542003]	395964006	2	1.0	[116680003, 726542003]	395964006	[[116680003, -1], [726542003, 0]]	[[373697003, 386934008, 395996003, 395735005, 227954008, 735248001, 258727004, 373765007, 256313003, 255691002], [734808009, 418387003, 734809001, 422248006, 734549002, 373697003, 294442004, 294440007, 294436003, 418796001]]	[[116680003, -1], [726542003, 0]]	[[373697003, 386934008, 395996003, 395735005, 227954008, 735248001, 258727004, 373765007, 256313003, 255691002], [734808009, 418387003, 734809001, 422248006, 734549002, 373697003, 294442004, 294440007, 294436003, 418796001]]
kit de identificación microbiana, método de tubo r/b ferm (procedimiento)	64343003	procedimiento	0	0	[77859003, 40682007, 60353008, 35849006, 87350003, 56207007, 25528007, 12359002, 23093004, 82901006]	0	1.0	2	1.0	[116680003, 260686004]	77859003	2	1.0	[116680003, 260686004]	77859003	[[116680003, 0], [260686004, 0]]	[[39236004, 35849006, 25528007, 8463003, 87350003, 56207007, 56495007, 85285002, 49411005, 82901006], [129265001, 734620004, 34754003, 129449000, 273410005, 25841003, 7774008, 273297007, 273541008, 710066005]]	[[116680003, 0], [260686004, 0]]	[[39236004, 35849006, 25528007, 8463003, 87350003, 56207007, 56495007, 85285002, 49411005, 82901006], [129265001, 734620004, 34754003, 129449000, 273410005, 25841003, 7774008, 273297007, 273541008, 710066005]]
tétanos cefálico (trastorno)	240431004	trastorno	7	7	[361478000, 66787007, 363812007, 248397001, 248396005, 422838000, 169876006, 76902006, 314654004, 314644003]	0	1.0	1	1.0	[116680003]	361478000	4	1.0	[246075003, 116680003, 370135005, 363698007]	76902006	[[116680003, 0]]	[[76902006, 13766008, 170524008, 240434007, 240432006, 71587006, 314768003, 237443002, 772153001, 314769006]]	[[246075003, 0], [116680003, -1], [370135005, 0], [363698007, -1]]	[[30917009, 26159005, 13080008, 871829007, 866186002, 294645006, 868273007, 541000221109, 736050006, 294644005], [276202003, 398565003, 65154009, 111805009, 63194008, 276197005, 397454008, 86375009, 264207005, 77116006], [441862004, 716234001, 702639009, 399069006, 702640006, 308490002, 737093003, 263680009, 225032007, 472964009], [23424009, 25087005, 72167002, 122454008, 272646001, 68365008, 787216002, 57171008, 76375004, 3058005]]
infección causada por Pseudomonas aeruginosa, cepa epidémica Liverpool (trastorno)	1098281000000102	trastorno	0	0	[11218009, 111835002, 80960004, 30146003, 429600003, 111817006, 76255006, 77506005, 197718007, 28951000]	0	1.0	3	1.0	[116680003, 370135005, 246075003]	11218009	3	1.0	[116680003, 370135005, 246075003]	11218009	[[116680003, 8], [370135005, 0], [246075003, 0]]	[[10789001, 63398001, 71120004, 26195002, 128944008, 111835002, 429600003, 76255006, 11218009, 30146003], [441862004, 769261000, 468524005, 66652003, 472963003, 702639009, 415581004, 415580003, 769258001, 769260004], [772067008, 243509006, 62891008, 65662000, 1104601000112108, 68384006, 28416001, 737527003, 243448008, 58995009]]	[[116680003, 8], [370135005, 0], [246075003, 0]]	[[10789001, 63398001, 71120004, 26195002, 128944008, 111835002, 429600003, 76255006, 11218009, 30146003], [441862004, 769261000, 468524005, 66652003, 472963003, 702639009, 415581004, 415580003, 769258001, 769260004], [772067008, 243509006, 62891008, 65662000, 1104601000112108, 68384006, 28416001, 737527003, 243448008, 58995009]]
producto que contiene exactamente atorvastatina (como atorvastatina cálcica trihidratada) 10 miligramos por cada comprimido para administración oral de liberación convencional (fármaco de uso clínico)	783636006	fármaco de uso clínico	0	0	[783309002, 783308005, 783307000, 318885001, 318886000, 318887009, 318894007, 783322005, 783119004, 765548006]	0	1.0	10	1.0	[763032000, 732944001, 732947008, 116680003, 411116001, 766952006, 732945000, 732946004, 762949000, 732943007]	783309002	10	1.0	[763032000, 732944001, 732947008, 116680003, 411116001, 766952006, 732945000, 732946004, 762949000, 732943007]	783309002	[[763032000, 1], [732944001, -1], [732947008, 1], [116680003, 0], [411116001, 0], [766952006, 0], [732945000, 0], [732946004, 0], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 421595009, 761877007, 385057009, 385087003, 66076007, 375986003, 409223001, 409221004], [725128007, 84990003, 732529007, 264701005, 160996006, 31465005, 165056008, 732890008, 165267002, 732899009], [385055001, 732936001, 421595009, 761877007, 385057009, 385087003, 66076007, 375986003, 409223001, 409221004], [773456008, 780056007, 780579000, 779238001, 780336001, 778414007, 779720000, 778428001, 779612007, 780558000], [421026006, 764780001, 385032004, 421366001, 385039008, 784575004, 764774009, 783749008, 421873001, 385060002], [38112003, 262049008, 262052000, 697940004, 261768000, 697941000, 708708008, 264614004, 124218005, 96002002], [258684004, 408169001, 414718005, 418670008, 258797006, 258796002, 396163008, 258798001, 408105009, 258834009], [38112003, 262049008, 262052000, 697940004, 261768000, 697941000, 708708008, 264614004, 124218005, 96002002], [725658002, 698278006, 763378001, 441528009, 406435003, 700402009, 373444002, 126223008, 63559007, 442345001], [373444002, 725658002, 412259001, 387069000, 412260006, 386863007, 373566006, 449561004, 386873009, 395940005]]	[[763032000, 1], [732944001, -1], [732947008, 1], [116680003, 0], [411116001, 0], [766952006, 0], [732945000, 0], [732946004, 0], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 421595009, 761877007, 385057009, 385087003, 66076007, 375986003, 409223001, 409221004], [725128007, 84990003, 732529007, 264701005, 160996006, 31465005, 165056008, 732890008, 165267002, 732899009], [385055001, 732936001, 421595009, 761877007, 385057009, 385087003, 66076007, 375986003, 409223001, 409221004], [773456008, 780056007, 780579000, 779238001, 780336001, 778414007, 779720000, 778428001, 779612007, 780558000], [421026006, 764780001, 385032004, 421366001, 385039008, 784575004, 764774009, 783749008, 421873001, 385060002], [38112003, 262049008, 262052000, 697940004, 261768000, 697941000, 708708008, 264614004, 124218005, 96002002], [258684004, 408169001, 414718005, 418670008, 258797006, 258796002, 396163008, 258798001, 408105009, 258834009], [38112003, 262049008, 262052000, 697940004, 261768000, 697941000, 708708008, 264614004, 124218005, 96002002], [725658002, 698278006, 763378001, 441528009, 406435003, 700402009, 373444002, 126223008, 63559007, 442345001], [373444002, 725658002, 412259001, 387069000, 412260006, 386863007, 373566006, 449561004, 386873009, 395940005]]
tendón de recto externo [como un todo] (estructura corporal)	729744000	estructura corporal	0	1	[728097007, 728197005, 728092001, 729745004, 728096003, 181689005, 728199008, 728194003, 732189001, 728193009]	0	1.0	1	1.0	[116680003]	728097007	2	1.0	[116680003, 272741003]	728197005	[[116680003, 0]]	[[304921007, 245182007, 172351001, 245058004, 231650004, 245052003, 27901007, 180805009, 245173001, 231662000]]	[[116680003, -1], [272741003, 0]]	[[245177000, 245093006, 245437003, 304923005, 245176009, 280339002, 256662005, 245182007, 62629000, 304180009], [182353008, 709880000, 437882009, 24614000, 384727002, 409056005, 314631008, 224034003, 45440000, 180919005]]
