Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
rilpivirina (sustancia)	703123005	sustancia	0	1	[709133005, 703124004, 763591004, 781493004, 713464000]	0	1.0	1	0.3333	[116680003]	709133005	2	1.0	[116680003, 726542003]	703124004	[[116680003, -1]]	[[277310005, 277307003, 264720007, 272851009, 277309000, 256950009, 783752000, 732702000, 732701007, 256999008]]	[[116680003, 0], [726542003, 0]]	[[372531002, 418510009, 409228005, 409408008, 373692009, 419262004, 409218001, 413575009, 372528003, 428814008], [734603003, 713276002, 734595009, 734598006, 372531002, 734741002, 734576002, 734801003, 734552005, 108709006]]
método de tinción de eosina-azur (procedimiento)	117046008	procedimiento	0	0	[104210008, 406889008, 406812008, 406813003, 406811001]	0	1.0	2	1.0	[116680003, 424361007]	104210008	2	1.0	[116680003, 424361007]	104210008	[[116680003, -1], [424361007, 1]]	[[37926009, 104212000, 117236003, 406979008, 117241006, 117303002, 104208006, 117219006, 406872000, 117048009], [16836001, 8926000, 11069001, 10740006, 104219009, 11201005, 20111001, 76925007, 85066006, 255803006]]	[[116680003, -1], [424361007, 1]]	[[37926009, 104212000, 117236003, 406979008, 117241006, 117303002, 104208006, 117219006, 406872000, 117048009], [16836001, 8926000, 11069001, 10740006, 104219009, 11201005, 20111001, 76925007, 85066006, 255803006]]
hemólisis extravascular (hallazgo)	51467008	hallazgo	0	0	[15601008, 198830009, 73320003, 404227002, 182784008]	0	1.0	3	1.0	[363713009, 116680003, 363714003]	15601008	3	1.0	[363713009, 116680003, 363714003]	15601008	[[363713009, 0], [116680003, 0], [363714003, 1]]	[[52101004, 162086005, 410591008, 298321008, 299938006, 298319003, 289511006, 410594000, 161954000, 846747004], [73320003, 404227002, 182784008, 70797006, 418983006, 104150001, 37774003, 191222008, 250261000, 85897006], [73320003, 404227002, 182784008, 70797006, 418983006, 104150001, 37774003, 191222008, 250261000, 85897006]]	[[363713009, 0], [116680003, 0], [363714003, 1]]	[[52101004, 162086005, 410591008, 298321008, 299938006, 298319003, 289511006, 410594000, 161954000, 846747004], [73320003, 404227002, 182784008, 70797006, 418983006, 104150001, 37774003, 191222008, 250261000, 85897006], [73320003, 404227002, 182784008, 70797006, 418983006, 104150001, 37774003, 191222008, 250261000, 85897006]]
sobredosis voluntaria de tranilcipromina (trastorno)	295904009	trastorno	0	0	[295892001, 295900000, 296251007, 295903003, 295896003]	0	1.0	2	1.0	[116680003, 246075003]	295892001	2	1.0	[116680003, 246075003]	295892001	[[116680003, 0], [246075003, 0]]	[[59274003, 59369008, 55680006, 295510002, 297058002, 296327000, 295344005, 296030000, 296410007, 295386004], [372891006, 89772006, 387528000, 295902008, 387161000, 398883004, 373524005, 105345006, 21614004, 290872005]]	[[116680003, 0], [246075003, 0]]	[[59274003, 59369008, 55680006, 295510002, 297058002, 296327000, 295344005, 296030000, 296410007, 295386004], [372891006, 89772006, 387528000, 295902008, 387161000, 398883004, 373524005, 105345006, 21614004, 290872005]]
reclamo de indemnización pendiente (hallazgo)	160811003	hallazgo	0	-1	[309004003, 308980001, 308583005, 275670009, 308578002]	0	1.0	1	1.0	[116680003]	309004003	1	1.0	[116680003]	309004003	[[116680003, -1]]	[[440623000, 168468008, 440615002, 608910000, 80363007, 608968004, 171168009, 308989000, 608995009, 308981002]]	[[116680003, -1]]	[[440623000, 168468008, 440615002, 608910000, 80363007, 608968004, 171168009, 308989000, 608995009, 308981002]]
luxación bilateral de glándulas lagrimales (trastorno)	345451000119103	trastorno	0	1	[30641009, 334491000119108, 340091000119105, 346771000119109, 1671000087105]	0	1.0	1	1.0	[116680003]	30641009	3	1.0	[116676008, 116680003, 363698007]	334491000119108	[[116680003, -1]]	[[422525002, 1083951000119101, 8640002, 208977003, 42494004, 239565007, 10155006, 81275005, 6720005, 44420003]]	[[116676008, 4], [116680003, -1], [363698007, 2]]	[[34277002, 16561681000119100, 1671000087105, 209368009, 87642003, 15722561000119106, 303041000119104, 209360002, 79782001, 202175000], [30641009, 84777002, 345481000119105, 346771000119109, 16237421000119109, 123637000, 1671000087105, 231846009, 123638005, 253755003], [30641009, 346771000119109, 18855009, 80984007, 13561001, 782445007, 782452009, 782454005, 345481000119105, 91590006]]
abuso de agentes hipnóticos y ansiolíticos sin adicción, continuo (trastorno)	191905001	trastorno	0	0	[191906000, 191907009, 191930003, 191899001, 268647004]	0	1.0	2	1.0	[116680003, 246075003]	191906000	2	1.0	[116680003, 246075003]	191906000	[[116680003, 0], [246075003, 0]]	[[268647004, 231461004, 268640002, 191924003, 191907009, 191912005, 125851000119106, 231470001, 724656006, 191893000], [373209002, 439304005, 10028000, 372614000, 724660009, 23601000119102, 5444000, 85337000, 231461004, 268647004]]	[[116680003, 0], [246075003, 0]]	[[268647004, 231461004, 268640002, 191924003, 191907009, 191912005, 125851000119106, 231470001, 724656006, 191893000], [373209002, 439304005, 10028000, 372614000, 724660009, 23601000119102, 5444000, 85337000, 231461004, 268647004]]
quiste de la glándula tímica (trastorno)	40478000	trastorno	-1	1	[9875009, 72325004, 280087001, 361003001, 1482004]	0	1.0	1	1.0	[116680003]	9875009	0	0.0	[]	-1	[[116680003, -1]]	[[27832009, 275504005, 726098005, 711494004, 726661005, 713323009, 238230001, 113262008, 336863008, 441124000]]		
creación de fístula vesicovaginal (procedimiento)	176144000	procedimiento	0	0	[236907007, 58614007, 71382001, 233468004, 89405008]	0	1.0	3	0.75	[116680003, 260686004, 363704007]	236907007	3	0.75	[116680003, 260686004, 363704007]	236907007	[[116680003, -1], [260686004, -1], [363704007, -1]]	[[118862004, 108083004, 118858005, 118855008, 118856009, 108078007, 58114008, 44117004, 118814005, 118718002], [129284003, 360028004, 129416009, 129306000, 425362007, 424832003, 360029007, 788288006, 129264002, 441504007], [35039007, 91079009, 60028002, 280704004, 245485002, 22136002, 61442008, 272666005, 27714004, 237076007]]	[[116680003, -1], [260686004, -1], [363704007, -1]]	[[118862004, 108083004, 118858005, 118855008, 118856009, 108078007, 58114008, 44117004, 118814005, 118718002], [129284003, 360028004, 129416009, 129306000, 425362007, 424832003, 360029007, 788288006, 129264002, 441504007], [35039007, 91079009, 60028002, 280704004, 245485002, 22136002, 61442008, 272666005, 27714004, 237076007]]
estudio por imágenes de resonancia magnética de articulación de miembro inferior sin contraste (procedimiento)	394511000119106	procedimiento	0	0	[437751000119106, 394501000119108, 16331381000119101, 16329211000119102, 16324841000119100]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	437751000119106	3	1.0	[116680003, 260686004, 405813007]	437751000119106	[[116680003, -1], [260686004, 0], [405813007, 2]]	[[2521000087101, 2511000087109, 447239004, 113109007, 241632009, 2641000087109, 2631000087103, 702719002, 418180008, 712876003], [312250003, 764577000, 4251000179103, 16327691000119101, 418180008, 16329211000119102, 16334661000119100, 16331381000119101, 764550009, 489801000119103], [725436006, 725435005, 4527007, 61685007, 787050004, 306867005, 281244004, 312560008, 725974005, 306866001]]	[[116680003, -1], [260686004, 0], [405813007, 2]]	[[2521000087101, 2511000087109, 447239004, 113109007, 241632009, 2641000087109, 2631000087103, 702719002, 418180008, 712876003], [312250003, 764577000, 4251000179103, 16327691000119101, 418180008, 16329211000119102, 16334661000119100, 16331381000119101, 764550009, 489801000119103], [725436006, 725435005, 4527007, 61685007, 787050004, 306867005, 281244004, 312560008, 725974005, 306866001]]
operación de tabicación ventricular completa (procedimiento)	233109001	procedimiento	0	0	[233106008, 233108009, 233110006, 233166006, 233050006]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	233106008	3	1.0	[116680003, 260686004, 405813007]	233106008	[[116680003, -1], [260686004, 0], [405813007, 0]]	[[233098002, 312332007, 76025005, 3098007, 253549006, 589001, 447852001, 699078008, 89814007, 735581004], [360084004, 303996000, 257897002, 129318009, 129296005, 129374001, 129441002, 360060007, 129410003, 360324009], [589001, 16401007, 83654002, 447852001, 3098007, 43991005, 308848002, 253549006, 58095006, 68903009]]	[[116680003, -1], [260686004, 0], [405813007, 0]]	[[233098002, 312332007, 76025005, 3098007, 253549006, 589001, 447852001, 699078008, 89814007, 735581004], [360084004, 303996000, 257897002, 129318009, 129296005, 129374001, 129441002, 360060007, 129410003, 360324009], [589001, 16401007, 83654002, 447852001, 3098007, 43991005, 308848002, 253549006, 58095006, 68903009]]
benzalconio (sustancia)	373549009	sustancia	0	0	[64686009, 411184009, 423090002, 420726007, 419324004]	0	1.0	2	1.0	[116680003, 726542003]	64686009	2	1.0	[116680003, 726542003]	64686009	[[116680003, 0], [726542003, 0]]	[[255640000, 259105007, 264316006, 74090008, 311885009, 59545008, 19209005, 311963004, 71818000, 764094009], [734808009, 422248006, 734549002, 418796001, 734810006, 373697003, 418387003, 734809001, 20170008, 467900005]]	[[116680003, 0], [726542003, 0]]	[[255640000, 259105007, 264316006, 74090008, 311885009, 59545008, 19209005, 311963004, 71818000, 764094009], [734808009, 422248006, 734549002, 418796001, 734810006, 373697003, 418387003, 734809001, 20170008, 467900005]]
kit de identificación microbiana, método de tubo r/b ferm (procedimiento)	64343003	procedimiento	0	0	[40682007, 77859003, 25528007, 108264004, 35849006]	0	1.0	2	1.0	[116680003, 260686004]	40682007	2	1.0	[116680003, 260686004]	40682007	[[116680003, 0], [260686004, 0]]	[[39236004, 108264004, 25528007, 35849006, 85285002, 56495007, 8463003, 49411005, 47164005, 87350003], [129265001, 129449000, 709864005, 394831002, 129278001, 311803000, 129301005, 386053000, 719342004, 129276002]]	[[116680003, 0], [260686004, 0]]	[[39236004, 108264004, 25528007, 35849006, 85285002, 56495007, 8463003, 49411005, 47164005, 87350003], [129265001, 129449000, 709864005, 394831002, 129278001, 311803000, 129301005, 386053000, 719342004, 129276002]]
tétanos cefálico (trastorno)	240431004	trastorno	0	0	[76902006, 66787007, 186378005, 240434007, 43424001]	0	1.0	4	1.0	[246075003, 116680003, 370135005, 363698007]	76902006	4	1.0	[246075003, 116680003, 370135005, 363698007]	76902006	[[246075003, 0], [116680003, -1], [370135005, 0], [363698007, -1]]	[[30917009, 541000221109, 26159005, 551000221106, 870669000, 871829007, 294644005, 294645006, 868273007, 816037004], [276202003, 111805009, 63194008, 65154009, 398565003, 66218005, 46609008, 89861008, 82051003, 276197005], [441862004, 415178003, 719982003, 308489006, 308490002, 405107000, 442614005, 702640006, 423167009, 716234001], [25087005, 21483005, 23424009, 57592002, 272646001, 36628003, 68365008, 787218001, 3058005, 787216002]]	[[246075003, 0], [116680003, -1], [370135005, 0], [363698007, -1]]	[[30917009, 541000221109, 26159005, 551000221106, 870669000, 871829007, 294644005, 294645006, 868273007, 816037004], [276202003, 111805009, 63194008, 65154009, 398565003, 66218005, 46609008, 89861008, 82051003, 276197005], [441862004, 415178003, 719982003, 308489006, 308490002, 405107000, 442614005, 702640006, 423167009, 716234001], [25087005, 21483005, 23424009, 57592002, 272646001, 36628003, 68365008, 787218001, 3058005, 787216002]]
infección causada por Pseudomonas aeruginosa, cepa epidémica Liverpool (trastorno)	1098281000000102	trastorno	0	1	[772067008, 11218009, 721572008, 63398001, 712531005]	0	1.0	1	1.0	[116680003]	772067008	3	1.0	[116680003, 370135005, 246075003]	11218009	[[116680003, 0]]	[[11218009, 721572008, 63398001, 82930004, 402932005, 10625511000119104, 448813005, 41381004, 71572001, 373002002]]	[[116680003, 5], [370135005, 9], [246075003, 0]]	[[63398001, 10789001, 712531005, 26195002, 772067008, 11218009, 128944008, 425887005, 423451008, 721728007], [772067008, 115647004, 699872005, 430983003, 261104006, 430982008, 721926000, 117823005, 261926006, 441862004], [772067008, 20835008, 710336008, 698242001, 415187007, 438056001, 816034006, 35624005, 1104601000112108, 6051000146103]]
producto que contiene exactamente atorvastatina (como atorvastatina cálcica trihidratada) 10 miligramos por cada comprimido para administración oral de liberación convencional (fármaco de uso clínico)	783636006	fármaco de uso clínico	0	0	[783309002, 783308005, 783307000, 408036003, 408037007]	0	1.0	10	1.0	[763032000, 732944001, 732947008, 116680003, 411116001, 766952006, 732945000, 732946004, 762949000, 732943007]	783309002	10	1.0	[763032000, 732944001, 732947008, 116680003, 411116001, 766952006, 732945000, 732946004, 762949000, 732943007]	783309002	[[763032000, 1], [732944001, -1], [732947008, 1], [116680003, 0], [411116001, 0], [766952006, 0], [732945000, 0], [732946004, 0], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 761877007, 733000006, 66076007, 385059007, 447079001, 385084005, 785042007, 322991005], [725128007, 84990003, 31465005, 229848001, 59983003, 423635005, 160996006, 77316001, 271308002, 870694004], [385055001, 732936001, 761877007, 733000006, 66076007, 385059007, 447079001, 385084005, 785042007, 322991005], [773456008, 780401004, 780275007, 779751007, 779315002, 780227002, 780457008, 780579000, 778446007, 778698004], [421026006, 764780001, 764774009, 421366001, 385085006, 385060002, 420692007, 421873001, 784575004, 783749008], [38112003, 129480005, 260303000, 256179003, 259980003, 82609006, 121348009, 14209008, 134748003, 26712009], [258684004, 408169001, 414718005, 396163008, 258798001, 258797006, 418830004, 258916009, 418670008, 258685003], [38112003, 129480005, 260303000, 256179003, 259980003, 82609006, 121348009, 14209008, 134748003, 26712009], [725658002, 406435003, 700402009, 763378001, 126223008, 441528009, 63559007, 108601004, 698278006, 426182008], [373444002, 108601004, 700067006, 373566006, 96303004, 387585004, 387584000, 725658002, 443586000, 409411009]]	[[763032000, 1], [732944001, -1], [732947008, 1], [116680003, 0], [411116001, 0], [766952006, 0], [732945000, 0], [732946004, 0], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 761877007, 733000006, 66076007, 385059007, 447079001, 385084005, 785042007, 322991005], [725128007, 84990003, 31465005, 229848001, 59983003, 423635005, 160996006, 77316001, 271308002, 870694004], [385055001, 732936001, 761877007, 733000006, 66076007, 385059007, 447079001, 385084005, 785042007, 322991005], [773456008, 780401004, 780275007, 779751007, 779315002, 780227002, 780457008, 780579000, 778446007, 778698004], [421026006, 764780001, 764774009, 421366001, 385085006, 385060002, 420692007, 421873001, 784575004, 783749008], [38112003, 129480005, 260303000, 256179003, 259980003, 82609006, 121348009, 14209008, 134748003, 26712009], [258684004, 408169001, 414718005, 396163008, 258798001, 258797006, 418830004, 258916009, 418670008, 258685003], [38112003, 129480005, 260303000, 256179003, 259980003, 82609006, 121348009, 14209008, 134748003, 26712009], [725658002, 406435003, 700402009, 763378001, 126223008, 441528009, 63559007, 108601004, 698278006, 426182008], [373444002, 108601004, 700067006, 373566006, 96303004, 387585004, 387584000, 725658002, 443586000, 409411009]]
tendón de recto externo [como un todo] (estructura corporal)	729744000	estructura corporal	0	0	[729745004, 181689005, 728202003, 181152008, 728097007]	0	1.0	2	1.0	[116680003, 272741003]	729745004	2	1.0	[116680003, 272741003]	729745004	[[116680003, 0], [272741003, 0]]	[[304921007, 304922000, 245182007, 231640000, 172319002, 231662000, 172322000, 304924004, 31836009, 245176009], [182353008, 272424004, 437882009, 709880000, 384727002, 74493001, 728983001, 106233006, 362542005, 368639003]]	[[116680003, 0], [272741003, 0]]	[[304921007, 304922000, 245182007, 231640000, 172319002, 231662000, 172322000, 304924004, 31836009, 245176009], [182353008, 272424004, 437882009, 709880000, 384727002, 74493001, 728983001, 106233006, 362542005, 368639003]]
