Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
rilpivirina (sustancia)	703123005	sustancia	2	2	[709133005, 763591004, 713464000, 781506003, 781493004, 714769003, 772093001, 772193003, 787163007, 734148003]	0	1.0	1	0.3333	[116680003]	709133005	2	1.0	[116680003, 726542003]	713464000	[[116680003, -1]]	[[86988001, 227637003, 263495000, 47304000, 86779001, 35359004, 388947006, 388953006, 407467009, 391910000]]	[[116680003, -1], [726542003, -1]]	[[301451006, 300067003, 412046002, 707154008, 770949007, 304325009, 707137000, 301804000, 772778005, 304366009], [734613006, 427965001, 428617003, 774300000, 774302008, 774308007, 782584000, 771383001, 407034003, 782582001]]
método de tinción de eosina-azur (procedimiento)	117046008	procedimiento	0	0	[116998002, 117231008, 406872000, 117331006, 117223003, 117009009, 117235004, 117309003, 104220003, 406979008]	0	1.0	2	1.0	[116680003, 424361007]	116998002	2	1.0	[116680003, 424361007]	116998002	[[116680003, -1], [424361007, -1]]	[[37926009, 117327000, 117222008, 117260004, 406866000, 117328005, 406803006, 406940002, 406880007, 406943000], [6725000, 76655002, 116362000, 406961009, 85174005, 52854004, 33465003, 406980006, 40147005, 406983008]]	[[116680003, -1], [424361007, -1]]	[[37926009, 117327000, 117222008, 117260004, 406866000, 117328005, 406803006, 406940002, 406880007, 406943000], [6725000, 76655002, 116362000, 406961009, 85174005, 52854004, 33465003, 406980006, 40147005, 406983008]]
hemólisis extravascular (hallazgo)	51467008	hallazgo	0	0	[73320003, 404227002, 15601008, 198830009, 70797006, 182784008, 418983006, 104150001, 191222008, 37774003]	0	1.0	3	1.0	[363713009, 116680003, 363714003]	73320003	3	1.0	[363713009, 116680003, 363714003]	73320003	[[363713009, 4], [116680003, -1], [363714003, 1]]	[[299938006, 410591008, 698526007, 763657009, 52101004, 162086005, 298321008, 161954000, 314231002, 846746008], [127403002, 414366001, 123788008, 123789000, 128088003, 123790009, 123786007, 127402007, 363150004, 123787003], [73320003, 404227002, 15601008, 198830009, 70797006, 182784008, 418983006, 104150001, 191222008, 37774003]]	[[363713009, 4], [116680003, -1], [363714003, 1]]	[[299938006, 410591008, 698526007, 763657009, 52101004, 162086005, 298321008, 161954000, 314231002, 846746008], [127403002, 414366001, 123788008, 123789000, 128088003, 123790009, 123786007, 127402007, 363150004, 123787003], [73320003, 404227002, 15601008, 198830009, 70797006, 182784008, 418983006, 104150001, 191222008, 37774003]]
sobredosis voluntaria de tranilcipromina (trastorno)	295904009	trastorno	0	0	[295900000, 295892001, 296150003, 295151007, 295896003, 296834008, 295883004, 295797001, 296745003, 295845000]	0	1.0	2	1.0	[116680003, 246075003]	295900000	2	1.0	[116680003, 246075003]	295900000	[[116680003, 0], [246075003, 0]]	[[59274003, 295510002, 296327000, 295344005, 59369008, 55680006, 295642000, 295386004, 296030000, 295745008], [372891006, 387161000, 387528000, 89772006, 387523009, 295902008, 387561007, 396010003, 372760009, 373524005]]	[[116680003, 0], [246075003, 0]]	[[59274003, 295510002, 296327000, 295344005, 59369008, 55680006, 295642000, 295386004, 296030000, 295745008], [372891006, 387161000, 387528000, 89772006, 387523009, 295902008, 387561007, 396010003, 372760009, 373524005]]
reclamo de indemnización pendiente (hallazgo)	160811003	hallazgo	1	-1	[275670009, 309004003, 308980001, 184749005, 308583005, 307929000, 309003009, 270830003, 309010003, 160983005]	0	1.0	1	1.0	[116680003]	275670009	1	1.0	[116680003]	309004003	[[116680003, -1]]	[[227637003, 86988001, 297924007, 297739004, 297295009, 297569008, 297803001, 297443004, 263495000, 297756007]]	[[116680003, -1]]	[[609298005, 440623000, 702290003, 404655007, 168468008, 609310001, 412820002, 609291004, 608993002, 608863009]]
luxación bilateral de glándulas lagrimales (trastorno)	345451000119103	trastorno	0	0	[346771000119109, 1671000087105, 16237421000119109, 345481000119105, 30641009, 15977991000119101, 10155006, 334491000119108, 340091000119105, 15952101000119109]	0	1.0	3	0.75	[116676008, 116680003, 363698007]	346771000119109	3	0.75	[116676008, 116680003, 363698007]	346771000119109	[[116676008, 0], [116680003, 0], [363698007, 2]]	[[87642003, 227637003, 838507003, 86988001, 830189009, 7906001, 281502009, 125173006, 838508008, 125174000], [340091000119105, 334491000119108, 246837002, 246836006, 10587002, 30641009, 766747005, 15731961000119105, 420088004, 419434009], [340091000119105, 334491000119108, 80984007, 18855009, 13561001, 44178003, 85706002, 48065005, 340101000119100, 714648009]]	[[116676008, 0], [116680003, 0], [363698007, 2]]	[[87642003, 227637003, 838507003, 86988001, 830189009, 7906001, 281502009, 125173006, 838508008, 125174000], [340091000119105, 334491000119108, 246837002, 246836006, 10587002, 30641009, 766747005, 15731961000119105, 420088004, 419434009], [340091000119105, 334491000119108, 80984007, 18855009, 13561001, 44178003, 85706002, 48065005, 340101000119100, 714648009]]
abuso de agentes hipnóticos y ansiolíticos sin adicción, continuo (trastorno)	191905001	trastorno	0	0	[191906000, 191907009, 191899001, 191930003, 191893000, 191900006, 191931004, 191894006, 191924003, 191925002]	0	1.0	2	1.0	[116680003, 246075003]	191906000	2	1.0	[116680003, 246075003]	191906000	[[116680003, 0], [246075003, 0]]	[[268647004, 191924003, 191925002, 191912005, 414874007, 231461004, 191893000, 191899001, 268640002, 145121000119106], [373209002, 439304005, 85337000, 10028000, 312098001, 5444000, 373230006, 1686006, 1973000, 47664006]]	[[116680003, 0], [246075003, 0]]	[[268647004, 191924003, 191925002, 191912005, 414874007, 231461004, 191893000, 191899001, 268640002, 145121000119106], [373209002, 439304005, 85337000, 10028000, 312098001, 5444000, 373230006, 1686006, 1973000, 47664006]]
quiste de la glándula tímica (trastorno)	40478000	trastorno	0	0	[23951003, 72325004, 1482004, 9875009, 57044006, 237717004, 71579005, 10480003, 66997005, 10936007]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	23951003	3	1.0	[116676008, 116680003, 363698007]	23951003	[[116676008, 0], [116680003, -1], [363698007, -1]]	[[367643001, 441457006, 178377003, 125293008, 67475007, 204766008, 78753008, 232410007, 17234001, 33595009], [248516005, 423309002, 424667001, 248515009, 246845007, 314536008, 246818006, 361160004, 314535007, 424918001], [28323001, 10410005, 714652009, 714649001, 127855006, 721067007, 2759004, 721068002, 424873002, 2789006]]	[[116676008, 0], [116680003, -1], [363698007, -1]]	[[367643001, 441457006, 178377003, 125293008, 67475007, 204766008, 78753008, 232410007, 17234001, 33595009], [248516005, 423309002, 424667001, 248515009, 246845007, 314536008, 246818006, 361160004, 314535007, 424918001], [28323001, 10410005, 714652009, 714649001, 127855006, 721067007, 2759004, 721068002, 424873002, 2789006]]
creación de fístula vesicovaginal (procedimiento)	176144000	procedimiento	0	0	[236907007, 233468004, 58614007, 71382001, 233469007, 64215005, 89405008, 265432003, 48765000, 307668009]	0	1.0	3	0.75	[116680003, 260686004, 363704007]	236907007	3	0.75	[116680003, 260686004, 363704007]	236907007	[[116680003, -1], [260686004, -1], [363704007, -1]]	[[118862004, 108083004, 118858005, 32998005, 44117004, 118855008, 20705006, 118877007, 118856009, 123865001], [129284003, 788288006, 129306000, 360028004, 425362007, 129416009, 424832003, 441504007, 129344009, 129264002], [35039007, 91079009, 387646002, 237076007, 245485002, 60028002, 79217000, 392207004, 237003003, 251680002]]	[[116680003, -1], [260686004, -1], [363704007, -1]]	[[118862004, 108083004, 118858005, 32998005, 44117004, 118855008, 20705006, 118877007, 118856009, 123865001], [129284003, 788288006, 129306000, 360028004, 425362007, 129416009, 424832003, 441504007, 129344009, 129264002], [35039007, 91079009, 387646002, 237076007, 245485002, 60028002, 79217000, 392207004, 237003003, 251680002]]
estudio por imágenes de resonancia magnética de articulación de miembro inferior sin contraste (procedimiento)	394511000119106	procedimiento	0	0	[437751000119106, 16331381000119101, 16329211000119102, 382911000119105, 396161000119106, 16334661000119100, 16342171000119105, 16324841000119100, 16342871000119103, 413921000119104]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	437751000119106	3	1.0	[116680003, 260686004, 405813007]	437751000119106	[[116680003, -1], [260686004, 0], [405813007, -1]]	[[241632009, 2521000087101, 2511000087109, 447239004, 113109007, 2631000087103, 2641000087109, 702719002, 418180008, 712876003], [312250003, 4251000179103, 764577000, 719178004, 16327691000119101, 764550009, 16329211000119102, 383311000119100, 382911000119105, 418180008], [725436006, 725974005, 725435005, 61685007, 127951001, 866197002, 787050004, 710302002, 306867005, 281244004]]	[[116680003, -1], [260686004, 0], [405813007, -1]]	[[241632009, 2521000087101, 2511000087109, 447239004, 113109007, 2631000087103, 2641000087109, 702719002, 418180008, 712876003], [312250003, 4251000179103, 764577000, 719178004, 16327691000119101, 764550009, 16329211000119102, 383311000119100, 382911000119105, 418180008], [725436006, 725974005, 725435005, 61685007, 127951001, 866197002, 787050004, 710302002, 306867005, 281244004]]
operación de tabicación ventricular completa (procedimiento)	233109001	procedimiento	0	0	[233108009, 233106008, 233110006, 233166006, 233165005, 42532000, 233164009, 233101003, 233050006, 233133007]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	233108009	3	1.0	[116680003, 260686004, 405813007]	233108009	[[116680003, 0], [260686004, 0], [405813007, 0]]	[[233106008, 233110006, 233050006, 233101003, 233166006, 233168007, 233133007, 427318004, 233164009, 235316007], [360084004, 257890000, 256644001, 129410003, 303996000, 367558000, 298053008, 277763000, 360038009, 129372002], [589001, 447852001, 253549006, 308848002, 83654002, 250971009, 233098002, 3098007, 30288003, 448876006]]	[[116680003, 0], [260686004, 0], [405813007, 0]]	[[233106008, 233110006, 233050006, 233101003, 233166006, 233168007, 233133007, 427318004, 233164009, 235316007], [360084004, 257890000, 256644001, 129410003, 303996000, 367558000, 298053008, 277763000, 360038009, 129372002], [589001, 447852001, 253549006, 308848002, 83654002, 250971009, 233098002, 3098007, 30288003, 448876006]]
benzalconio (sustancia)	373549009	sustancia	0	0	[64686009, 411184009, 420726007, 419324004, 422324004, 386935009, 786116001, 387204001, 395964006, 395837009]	0	1.0	2	1.0	[116680003, 726542003]	64686009	2	1.0	[116680003, 726542003]	64686009	[[116680003, -1], [726542003, 2]]	[[16157006, 54851006, 38382003, 64328000, 47561009, 62287006, 49900005, 28245002, 19645002, 56729005], [422248006, 734549002, 734808009, 418387003, 734809001, 418796001, 734810006, 20170008, 373697003, 292895009]]	[[116680003, -1], [726542003, 2]]	[[16157006, 54851006, 38382003, 64328000, 47561009, 62287006, 49900005, 28245002, 19645002, 56729005], [422248006, 734549002, 734808009, 418387003, 734809001, 418796001, 734810006, 20170008, 373697003, 292895009]]
kit de identificación microbiana, método de tubo r/b ferm (procedimiento)	64343003	procedimiento	0	0	[77859003, 40682007, 60353008, 39236004, 25528007, 56207007, 87350003, 35849006, 82901006, 47164005]	0	1.0	2	1.0	[116680003, 260686004]	77859003	2	1.0	[116680003, 260686004]	77859003	[[116680003, 0], [260686004, 0]]	[[39236004, 25528007, 35849006, 87350003, 56207007, 8463003, 49411005, 40682007, 56495007, 85285002], [129265001, 103821002, 103822009, 103823004, 103824005, 52527007, 406912007, 406885002, 406831002, 406812008]]	[[116680003, 0], [260686004, 0]]	[[39236004, 25528007, 35849006, 87350003, 56207007, 8463003, 49411005, 40682007, 56495007, 85285002], [129265001, 103821002, 103822009, 103823004, 103824005, 52527007, 406912007, 406885002, 406831002, 406812008]]
tétanos cefálico (trastorno)	240431004	trastorno	2	2	[361478000, 66787007, 76902006, 248396005, 363812007, 169876006, 248397001, 314644003, 314652000, 365943002]	0	1.0	1	1.0	[116680003]	361478000	4	1.0	[246075003, 116680003, 370135005, 363698007]	76902006	[[116680003, 0]]	[[76902006, 13766008, 240432006, 170524008, 43424001, 186378005, 240434007, 240429008, 71587006, 772153001]]	[[246075003, 0], [116680003, -1], [370135005, 0], [363698007, -1]]	[[30917009, 70557006, 541000221109, 53220001, 113606004, 113586009, 45891006, 71433002, 4091000146100, 41468005], [276202003, 398565003, 111805009, 63194008, 65154009, 66218005, 46609008, 89861008, 82051003, 206365006], [441862004, 702640006, 308490002, 272515006, 702639009, 405107000, 415178003, 719982003, 308489006, 716234001], [25087005, 23424009, 72167002, 787216002, 57592002, 21483005, 787218001, 3058005, 360483000, 280950006]]
infección causada por Pseudomonas aeruginosa, cepa epidémica Liverpool (trastorno)	1098281000000102	trastorno	0	0	[11218009, 772067008, 63398001, 721572008, 206370004, 82930004, 111817006, 111835002, 10193001, 66301008]	0	1.0	3	1.0	[116680003, 370135005, 246075003]	11218009	3	1.0	[116680003, 370135005, 246075003]	11218009	[[116680003, 5], [370135005, 6], [246075003, 0]]	[[63398001, 128944008, 10789001, 71120004, 712531005, 11218009, 26195002, 111817006, 111835002, 206370004], [417160009, 66598005, 65900008, 416543004, 78885002, 419226000, 441862004, 419703006, 117591009, 772067008], [772067008, 1104601000112108, 737527003, 264402002, 710336008, 54574002, 415193004, 415187007, 38740004, 700089005]]	[[116680003, 5], [370135005, 6], [246075003, 0]]	[[63398001, 128944008, 10789001, 71120004, 712531005, 11218009, 26195002, 111817006, 111835002, 206370004], [417160009, 66598005, 65900008, 416543004, 78885002, 419226000, 441862004, 419703006, 117591009, 772067008], [772067008, 1104601000112108, 737527003, 264402002, 710336008, 54574002, 415193004, 415187007, 38740004, 700089005]]
producto que contiene exactamente atorvastatina (como atorvastatina cálcica trihidratada) 10 miligramos por cada comprimido para administración oral de liberación convencional (fármaco de uso clínico)	783636006	fármaco de uso clínico	0	0	[783309002, 783308005, 783307000, 408036003, 408037007, 408024009, 409108001, 429780008, 429678006, 429502004]	0	1.0	10	1.0	[763032000, 732944001, 732947008, 116680003, 411116001, 766952006, 732945000, 732946004, 762949000, 732943007]	783309002	10	1.0	[763032000, 732944001, 732947008, 116680003, 411116001, 766952006, 732945000, 732946004, 762949000, 732943007]	783309002	[[763032000, 1], [732944001, -1], [732947008, 1], [116680003, 0], [411116001, 0], [766952006, 0], [732945000, 0], [732946004, 0], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 421595009, 761877007, 66076007, 385087003, 385059007, 733000006, 785042007, 410824003], [725128007, 84990003, 264701005, 160996006, 77316001, 31465005, 165056008, 423635005, 65831002, 732529007], [385055001, 732936001, 421595009, 761877007, 66076007, 385087003, 385059007, 733000006, 785042007, 410824003], [773456008, 780579000, 780401004, 778307009, 780275007, 779234004, 780000008, 780745003, 780752001, 780557005], [421026006, 764780001, 421366001, 764774009, 385085006, 420692007, 385060002, 385032004, 421873001, 783749008], [38112003, 262052000, 261768000, 262049008, 697941000, 708708008, 697940004, 264614004, 82609006, 96002002], [258684004, 408169001, 414718005, 418670008, 258797006, 258798001, 418830004, 258916009, 427264006, 258796002], [38112003, 262052000, 261768000, 262049008, 697941000, 708708008, 697940004, 264614004, 82609006, 96002002], [725658002, 406435003, 700402009, 763378001, 698278006, 126223008, 373444002, 63559007, 441528009, 108601004], [373444002, 725658002, 108601004, 387069000, 700067006, 384976003, 386864001, 373566006, 789067004, 372511001]]	[[763032000, 1], [732944001, -1], [732947008, 1], [116680003, 0], [411116001, 0], [766952006, 0], [732945000, 0], [732946004, 0], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 421595009, 761877007, 66076007, 385087003, 385059007, 733000006, 785042007, 410824003], [725128007, 84990003, 264701005, 160996006, 77316001, 31465005, 165056008, 423635005, 65831002, 732529007], [385055001, 732936001, 421595009, 761877007, 66076007, 385087003, 385059007, 733000006, 785042007, 410824003], [773456008, 780579000, 780401004, 778307009, 780275007, 779234004, 780000008, 780745003, 780752001, 780557005], [421026006, 764780001, 421366001, 764774009, 385085006, 420692007, 385060002, 385032004, 421873001, 783749008], [38112003, 262052000, 261768000, 262049008, 697941000, 708708008, 697940004, 264614004, 82609006, 96002002], [258684004, 408169001, 414718005, 418670008, 258797006, 258798001, 418830004, 258916009, 427264006, 258796002], [38112003, 262052000, 261768000, 262049008, 697941000, 708708008, 697940004, 264614004, 82609006, 96002002], [725658002, 406435003, 700402009, 763378001, 698278006, 126223008, 373444002, 63559007, 441528009, 108601004], [373444002, 725658002, 108601004, 387069000, 700067006, 384976003, 386864001, 373566006, 789067004, 372511001]]
tendón de recto externo [como un todo] (estructura corporal)	729744000	estructura corporal	0	0	[729745004, 728097007, 728202003, 728197005, 728092001, 729747007, 728096003, 181152008, 728194003, 728199008]	0	1.0	2	1.0	[116680003, 272741003]	729745004	2	1.0	[116680003, 272741003]	729745004	[[116680003, 0], [272741003, 0]]	[[304921007, 245182007, 304922000, 172319002, 231640000, 231659003, 245058004, 27901007, 309874001, 304924004], [182353008, 437882009, 709880000, 24614000, 384727002, 49131002, 86024004, 33873001, 75737006, 57852008]]	[[116680003, 0], [272741003, 0]]	[[304921007, 245182007, 304922000, 172319002, 231640000, 231659003, 245058004, 27901007, 309874001, 304924004], [182353008, 437882009, 709880000, 24614000, 384727002, 49131002, 86024004, 33873001, 75737006, 57852008]]
