Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
rilpivirina (sustancia)	703123005	sustancia	0	0	[703124004, 709133005, 763591004, 713464000, 775756006, 772193003, 772093001, 404856006, 422091007, 734148003]	0	1.0	2	1.0	[116680003, 726542003]	703124004	2	1.0	[116680003, 726542003]	703124004	[[116680003, 0], [726542003, 0]]	[[372531002, 409408008, 419262004, 409228005, 409218001, 427807008, 786886009, 428814008, 413575009, 787362008], [734603003, 713276002, 734576002, 108709006, 734801003, 734580007, 786885008, 787361001, 734595009, 734552005]]	[[116680003, 0], [726542003, 0]]	[[372531002, 409408008, 419262004, 409228005, 409218001, 427807008, 786886009, 428814008, 413575009, 787362008], [734603003, 713276002, 734576002, 108709006, 734801003, 734580007, 786885008, 787361001, 734595009, 734552005]]
método de tinción de eosina-azur (procedimiento)	117046008	procedimiento	0	0	[116998002, 117231008, 117009009, 104220003, 117223003, 406872000, 117331006, 406925004, 406928002, 104210008]	0	1.0	2	1.0	[116680003, 424361007]	116998002	2	1.0	[116680003, 424361007]	116998002	[[116680003, 7], [424361007, -1]]	[[37926009, 104210008, 406943000, 406925004, 406928002, 117329002, 406866000, 406889008, 406881006, 406913002], [6725000, 406961009, 29522004, 116362000, 12001002, 85174005, 89028002, 116286001, 43549000, 65730007]]	[[116680003, 7], [424361007, -1]]	[[37926009, 104210008, 406943000, 406925004, 406928002, 117329002, 406866000, 406889008, 406881006, 406913002], [6725000, 406961009, 29522004, 116362000, 12001002, 85174005, 89028002, 116286001, 43549000, 65730007]]
hemólisis extravascular (hallazgo)	51467008	hallazgo	0	0	[73320003, 404227002, 70797006, 15601008, 182784008, 198830009, 418983006, 104150001, 118131001, 95605009]	0	1.0	3	1.0	[363713009, 116680003, 363714003]	73320003	3	1.0	[363713009, 116680003, 363714003]	73320003	[[363713009, 1], [116680003, -1], [363714003, 1]]	[[299938006, 52101004, 410591008, 298319003, 274830005, 298321008, 314367006, 698526007, 162086005, 314231002], [127403002, 127402007, 414366001, 128088003, 123788008, 123789000, 442297005, 123790009, 442195006, 284531007], [73320003, 404227002, 70797006, 15601008, 182784008, 198830009, 418983006, 104150001, 118131001, 95605009]]	[[363713009, 1], [116680003, -1], [363714003, 1]]	[[299938006, 52101004, 410591008, 298319003, 274830005, 298321008, 314367006, 698526007, 162086005, 314231002], [127403002, 127402007, 414366001, 128088003, 123788008, 123789000, 442297005, 123790009, 442195006, 284531007], [73320003, 404227002, 70797006, 15601008, 182784008, 198830009, 418983006, 104150001, 118131001, 95605009]]
sobredosis voluntaria de tranilcipromina (trastorno)	295904009	trastorno	0	0	[295900000, 295892001, 296251007, 295896003, 295908007, 295845000, 295870000, 296092006, 296281004, 295925009]	0	1.0	2	1.0	[116680003, 246075003]	295900000	2	1.0	[116680003, 246075003]	295900000	[[116680003, 0], [246075003, 0]]	[[59274003, 59369008, 295510002, 295344005, 296327000, 55680006, 295642000, 297010006, 296410007, 295522004], [372891006, 89772006, 387161000, 105345006, 290872005, 295902008, 387528000, 373524005, 398883004, 21614004]]	[[116680003, 0], [246075003, 0]]	[[59274003, 59369008, 295510002, 295344005, 296327000, 55680006, 295642000, 297010006, 296410007, 295522004], [372891006, 89772006, 387161000, 105345006, 290872005, 295902008, 387528000, 373524005, 398883004, 21614004]]
reclamo de indemnización pendiente (hallazgo)	160811003	hallazgo	0	0	[160813000, 308980001, 160814006, 309020008, 275670009, 716348004, 308978007, 309004003, 11418007, 308981002]	0	1.0	3	1.0	[418775008, 116680003, 363714003]	160813000	3	1.0	[418775008, 116680003, 363714003]	160813000	[[418775008, 0], [116680003, 0], [363714003, 0]]	[[84100007, 5491000179105, 6035001, 401059001, 307892003, 32069008, 129466003, 698748003, 394809005, 394600006], [224892002, 224897008, 307121003, 307120002, 307122005, 224329005, 224349001, 365565007, 308978007, 309020008], [224329005, 365565007, 14469008, 302148006, 364705000, 224454006, 224897008, 307120002, 224892002, 365567004]]	[[418775008, 0], [116680003, 0], [363714003, 0]]	[[84100007, 5491000179105, 6035001, 401059001, 307892003, 32069008, 129466003, 698748003, 394809005, 394600006], [224892002, 224897008, 307121003, 307120002, 307122005, 224329005, 224349001, 365565007, 308978007, 309020008], [224329005, 365565007, 14469008, 302148006, 364705000, 224454006, 224897008, 307120002, 224892002, 365567004]]
luxación bilateral de glándulas lagrimales (trastorno)	345451000119103	trastorno	1	1	[30641009, 346771000119109, 1671000087105, 345481000119105, 340091000119105, 334491000119108, 15731961000119105, 15977991000119101, 15952101000119109, 766747005]	0	1.0	1	1.0	[116680003]	30641009	3	0.75	[116676008, 116680003, 363698007]	346771000119109	[[116680003, -1]]	[[422525002, 10155006, 304615006, 1083951000119101, 208977003, 67019001, 213383004, 205052001, 257843002, 54149009]]	[[116676008, 0], [116680003, 1], [363698007, 2]]	[[87642003, 838507003, 108367008, 179925005, 7906001, 26396009, 125175004, 281502009, 125174000, 125172001], [30641009, 340091000119105, 334491000119108, 15731961000119105, 766747005, 231846009, 23492003, 241480000, 241456004, 345481000119105], [334491000119108, 340091000119105, 18855009, 80984007, 13561001, 85706002, 44178003, 91590006, 48065005, 725038004]]
abuso de agentes hipnóticos y ansiolíticos sin adicción, continuo (trastorno)	191905001	trastorno	0	0	[191906000, 191907009, 191899001, 191893000, 191930003, 191900006, 191924003, 191894006, 191931004, 191918009]	0	1.0	2	1.0	[116680003, 246075003]	191906000	2	1.0	[116680003, 246075003]	191906000	[[116680003, 0], [246075003, 0]]	[[268647004, 191924003, 231461004, 191912005, 268640002, 191925002, 414874007, 191893000, 191899001, 231470001], [373209002, 439304005, 85337000, 23601000119102, 724660009, 72641008, 372614000, 724661008, 268647004, 772999000]]	[[116680003, 0], [246075003, 0]]	[[268647004, 191924003, 231461004, 191912005, 268640002, 191925002, 414874007, 191893000, 191899001, 231470001], [373209002, 439304005, 85337000, 23601000119102, 724660009, 72641008, 372614000, 724661008, 268647004, 772999000]]
quiste de la glándula tímica (trastorno)	40478000	trastorno	1	1	[9875009, 72325004, 23951003, 361003001, 280087001, 14266003, 1482004, 57044006, 71579005, 237717004]	0	1.0	1	1.0	[116680003]	9875009	3	1.0	[116676008, 116680003, 363698007]	72325004	[[116680003, 7]]	[[27832009, 726661005, 275504005, 464457003, 711494004, 446064000, 726098005, 431264008, 699652003, 142111000119108]]	[[116676008, 0], [116680003, -1], [363698007, 0]]	[[367643001, 441457006, 232410007, 178377003, 125293008, 67475007, 103678008, 204766008, 78753008, 230792007], [237557003, 237715007, 362892003, 89164003, 289522005, 312427007, 33432006, 32729002, 280087001, 274719002], [9875009, 361003001, 280087001, 91227003, 14266003, 69748006, 33432006, 23451007, 111002, 362884007]]
creación de fístula vesicovaginal (procedimiento)	176144000	procedimiento	0	0	[58614007, 233468004, 236907007, 71382001, 89405008, 233469007, 64215005, 176722004, 20913004, 37532005]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	58614007	3	1.0	[116680003, 260686004, 405813007]	58614007	[[116680003, -1], [260686004, -1], [405813007, -1]]	[[287761006, 41796003, 84335004, 288007003, 245858000, 276869002, 299686002, 299685003, 18568009, 276867000], [424208002, 256644001, 257890000, 129264002, 367558000, 129276002, 129278001, 129316008, 257878002, 129300006], [25182001, 82841003, 279493001, 279502003, 262916001, 46544000, 110503000, 71553001, 279491004, 88484002]]	[[116680003, -1], [260686004, -1], [405813007, -1]]	[[287761006, 41796003, 84335004, 288007003, 245858000, 276869002, 299686002, 299685003, 18568009, 276867000], [424208002, 256644001, 257890000, 129264002, 367558000, 129276002, 129278001, 129316008, 257878002, 129300006], [25182001, 82841003, 279493001, 279502003, 262916001, 46544000, 110503000, 71553001, 279491004, 88484002]]
estudio por imágenes de resonancia magnética de articulación de miembro inferior sin contraste (procedimiento)	394511000119106	procedimiento	0	0	[437751000119106, 16329211000119102, 16331381000119101, 394501000119108, 413921000119104, 382911000119105, 388321000119101, 16324841000119100, 16334661000119100, 16334561000119101]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	437751000119106	3	1.0	[116680003, 260686004, 405813007]	437751000119106	[[116680003, -1], [260686004, 0], [405813007, 6]]	[[447239004, 2521000087101, 2511000087109, 241632009, 2631000087103, 2641000087109, 113109007, 702719002, 418180008, 712876003], [312250003, 764577000, 4251000179103, 418180008, 16327691000119101, 764550009, 16329211000119102, 382911000119105, 16331381000119101, 16334561000119101], [725435005, 725436006, 61685007, 787050004, 866197002, 281244004, 4527007, 312560008, 725974005, 263087006]]	[[116680003, -1], [260686004, 0], [405813007, 6]]	[[447239004, 2521000087101, 2511000087109, 241632009, 2631000087103, 2641000087109, 113109007, 702719002, 418180008, 712876003], [312250003, 764577000, 4251000179103, 418180008, 16327691000119101, 764550009, 16329211000119102, 382911000119105, 16331381000119101, 16334561000119101], [725435005, 725436006, 61685007, 787050004, 866197002, 281244004, 4527007, 312560008, 725974005, 263087006]]
operación de tabicación ventricular completa (procedimiento)	233109001	procedimiento	0	0	[233106008, 233108009, 233110006, 233166006, 233050006, 233165005, 233101003, 42532000, 233164009, 233102005]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	233106008	3	1.0	[116680003, 260686004, 405813007]	233106008	[[116680003, -1], [260686004, 0], [405813007, 0]]	[[233098002, 3098007, 447852001, 253549006, 76025005, 589001, 250971009, 735581004, 30288003, 473118009], [360084004, 367558000, 129318009, 303996000, 257890000, 256644001, 360060007, 257878002, 129410003, 129372002], [589001, 447852001, 83654002, 16401007, 3098007, 43991005, 253549006, 68903009, 81606001, 5633004]]	[[116680003, -1], [260686004, 0], [405813007, 0]]	[[233098002, 3098007, 447852001, 253549006, 76025005, 589001, 250971009, 735581004, 30288003, 473118009], [360084004, 367558000, 129318009, 303996000, 257890000, 256644001, 360060007, 257878002, 129410003, 129372002], [589001, 447852001, 83654002, 16401007, 3098007, 43991005, 253549006, 68903009, 81606001, 5633004]]
benzalconio (sustancia)	373549009	sustancia	0	0	[64686009, 411184009, 420726007, 419324004, 786116001, 426675005, 422324004, 387204001, 395837009, 90370005]	0	1.0	2	1.0	[116680003, 726542003]	64686009	2	1.0	[116680003, 726542003]	64686009	[[116680003, 0], [726542003, 0]]	[[255640000, 259105007, 19209005, 264316006, 59545008, 311963004, 311964005, 71818000, 311439002, 43230003], [734808009, 422248006, 734549002, 418387003, 734809001, 418796001, 734810006, 20170008, 373697003, 292895009]]	[[116680003, 0], [726542003, 0]]	[[255640000, 259105007, 19209005, 264316006, 59545008, 311963004, 311964005, 71818000, 311439002, 43230003], [734808009, 422248006, 734549002, 418387003, 734809001, 418796001, 734810006, 20170008, 373697003, 292895009]]
kit de identificación microbiana, método de tubo r/b ferm (procedimiento)	64343003	procedimiento	0	0	[77859003, 40682007, 25528007, 56207007, 87350003, 39236004, 8463003, 56495007, 47164005, 49411005]	0	1.0	2	1.0	[116680003, 260686004]	77859003	2	1.0	[116680003, 260686004]	77859003	[[116680003, 0], [260686004, -1]]	[[39236004, 25528007, 8463003, 56495007, 49411005, 85285002, 56207007, 87350003, 35849006, 77859003], [85712007, 112050007, 259586004, 310235004, 10247008, 302738003, 302623007, 164946003, 164945004, 63919000]]	[[116680003, 0], [260686004, -1]]	[[39236004, 25528007, 8463003, 56495007, 49411005, 85285002, 56207007, 87350003, 35849006, 77859003], [85712007, 112050007, 259586004, 310235004, 10247008, 302738003, 302623007, 164946003, 164945004, 63919000]]
tétanos cefálico (trastorno)	240431004	trastorno	1	1	[361478000, 76902006, 66787007, 363812007, 248396005, 43424001, 248397001, 186378005, 240432006, 170524008]	0	1.0	1	1.0	[116680003]	361478000	4	1.0	[246075003, 116680003, 370135005, 363698007]	76902006	[[116680003, 0]]	[[76902006, 240432006, 43424001, 170524008, 13766008, 240429008, 186378005, 240434007, 71587006, 772153001]]	[[246075003, 0], [116680003, -1], [370135005, 0], [363698007, -1]]	[[30917009, 37965007, 432600007, 113590006, 41966004, 56316008, 113586009, 113578009, 113568006, 432487000], [276202003, 111805009, 398565003, 63194008, 65154009, 66218005, 46609008, 89861008, 82051003, 206365006], [441862004, 702640006, 405107000, 308490002, 415178003, 719982003, 308489006, 702639009, 272515006, 442614005], [25087005, 21483005, 3058005, 787218001, 68365008, 272646001, 23424009, 787216002, 57592002, 72167002]]
infección causada por Pseudomonas aeruginosa, cepa epidémica Liverpool (trastorno)	1098281000000102	trastorno	1	1	[772067008, 11218009, 721572008, 63398001, 206370004, 712531005, 448813005, 82930004, 232230009, 10625511000119104]	0	1.0	1	1.0	[116680003]	772067008	3	1.0	[116680003, 370135005, 246075003]	11218009	[[116680003, 0]]	[[11218009, 721572008, 63398001, 82930004, 402932005, 448813005, 206370004, 10193001, 10625511000119104, 41381004]]	[[116680003, 5], [370135005, -1], [246075003, 0]]	[[63398001, 772067008, 712531005, 10789001, 128944008, 11218009, 26195002, 71120004, 111835002, 406608004], [772067008, 430983003, 264638000, 430982008, 117823005, 117831000, 115647004, 699872005, 261923003, 261924009], [772067008, 1104601000112108, 710336008, 113940001, 415187007, 737527003, 30955004, 55103006, 63949003, 113935009]]
producto que contiene exactamente atorvastatina (como atorvastatina cálcica trihidratada) 10 miligramos por cada comprimido para administración oral de liberación convencional (fármaco de uso clínico)	783636006	fármaco de uso clínico	0	0	[783309002, 783308005, 783307000, 408036003, 408037007, 408024009, 409108001, 108600003, 429780008, 429678006]	0	1.0	10	1.0	[763032000, 732944001, 732947008, 116680003, 411116001, 766952006, 732945000, 732946004, 762949000, 732943007]	783309002	10	1.0	[763032000, 732944001, 732947008, 116680003, 411116001, 766952006, 732945000, 732946004, 762949000, 732943007]	783309002	[[763032000, 1], [732944001, -1], [732947008, 1], [116680003, 0], [411116001, 0], [766952006, 0], [732945000, 0], [732946004, 0], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 761877007, 421595009, 66076007, 385059007, 385087003, 733000006, 421701006, 447079001], [725128007, 84990003, 264701005, 77316001, 160996006, 31465005, 59983003, 19738007, 165056008, 271308002], [385055001, 732936001, 761877007, 421595009, 66076007, 385059007, 385087003, 733000006, 421701006, 447079001], [773456008, 780401004, 780275007, 780579000, 778446007, 778307009, 779751007, 780457008, 779315002, 780056007], [421026006, 764780001, 421366001, 764774009, 385085006, 420692007, 385060002, 421873001, 783749008, 385024007], [38112003, 261768000, 262052000, 262049008, 697941000, 708708008, 264614004, 697940004, 82609006, 14209008], [258684004, 408169001, 414718005, 418670008, 258797006, 258798001, 418830004, 258796002, 258685003, 396163008], [38112003, 261768000, 262052000, 262049008, 697941000, 708708008, 264614004, 697940004, 82609006, 14209008], [725658002, 406435003, 700402009, 763378001, 126223008, 373444002, 698278006, 63559007, 108601004, 441528009], [373444002, 108601004, 725658002, 373566006, 700067006, 409411009, 387069000, 372511001, 96303004, 386864001]]	[[763032000, 1], [732944001, -1], [732947008, 1], [116680003, 0], [411116001, 0], [766952006, 0], [732945000, 0], [732946004, 0], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 761877007, 421595009, 66076007, 385059007, 385087003, 733000006, 421701006, 447079001], [725128007, 84990003, 264701005, 77316001, 160996006, 31465005, 59983003, 19738007, 165056008, 271308002], [385055001, 732936001, 761877007, 421595009, 66076007, 385059007, 385087003, 733000006, 421701006, 447079001], [773456008, 780401004, 780275007, 780579000, 778446007, 778307009, 779751007, 780457008, 779315002, 780056007], [421026006, 764780001, 421366001, 764774009, 385085006, 420692007, 385060002, 421873001, 783749008, 385024007], [38112003, 261768000, 262052000, 262049008, 697941000, 708708008, 264614004, 697940004, 82609006, 14209008], [258684004, 408169001, 414718005, 418670008, 258797006, 258798001, 418830004, 258796002, 258685003, 396163008], [38112003, 261768000, 262052000, 262049008, 697941000, 708708008, 264614004, 697940004, 82609006, 14209008], [725658002, 406435003, 700402009, 763378001, 126223008, 373444002, 698278006, 63559007, 108601004, 441528009], [373444002, 108601004, 725658002, 373566006, 700067006, 409411009, 387069000, 372511001, 96303004, 386864001]]
tendón de recto externo [como un todo] (estructura corporal)	729744000	estructura corporal	0	0	[729745004, 728097007, 181689005, 728197005, 181152008, 729747007, 728202003, 728092001, 728196001, 729746003]	0	1.0	2	1.0	[116680003, 272741003]	729745004	2	1.0	[116680003, 272741003]	729745004	[[116680003, 0], [272741003, 0]]	[[304921007, 304922000, 245182007, 231640000, 172319002, 231662000, 304924004, 31836009, 27901007, 245176009], [182353008, 47290002, 384727002, 48255007, 272424004, 437882009, 709880000, 125097000, 36169008, 16421008]]	[[116680003, 0], [272741003, 0]]	[[304921007, 304922000, 245182007, 231640000, 172319002, 231662000, 304924004, 31836009, 27901007, 245176009], [182353008, 47290002, 384727002, 48255007, 272424004, 437882009, 709880000, 125097000, 36169008, 16421008]]
