Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
dabrafenib (sustancia)	703641001	sustancia	0	1	[387385000, 387111009, 116087001, 412296005, 763613005, 386965004, 38122009, 63999004, 116081000, 698183007]	0	1.0	1	1.0	[116680003]	387385000	2	1.0	[116680003, 726542003]	387111009	[[116680003, -1]]	[[421479006, 764391005, 764429003, 764422007, 48070003, 373210007, 418808000, 764414000, 764357006, 767719002]]	[[116680003, -1], [726542003, -1]]	[[372816000, 409408008, 409228005, 418510009, 372537003, 372531002, 373281001, 413575009, 416798007, 419262004], [734584003, 734595009, 734597001, 734576002, 734580007, 734604009, 734741002, 734801003, 297042000, 784021002]]
reemplazo de emergencia de arteria femoral aneurismática por anastomosis de arteria femoral a arteria femoral (procedimiento)	175632006	procedimiento	0	0	[175564009, 175624003, 175622004, 175626001, 175630003, 175620007, 175562008, 175568007, 275255004, 175569004]	0	1.0	5	1.0	[116680003, 363700003, 405813007, 260686004, 260870009]	175564009	5	1.0	[116680003, 363700003, 405813007, 260686004, 260870009]	175564009	[[116680003, 3], [363700003, 0], [405813007, 0], [260686004, -1], [260870009, 0]]	[[233365000, 233368003, 175564009, 265524008, 175624003, 265512001, 233367008, 175622004, 175626001, 175630003], [85659009, 432119003, 70984001, 125271003, 57754000, 277198009, 53672001, 233982006, 14156004, 123625002], [7657000, 69833005, 711511008, 113270003, 83419000, 764115008, 787112007, 764114007, 787111000, 113275008], [360150000, 282089006, 713295009, 257747009, 261391004, 425362007, 256522001, 129306000, 257867005, 360324009], [25876001, 398142004, 708933000, 25721000087108, 715743002, 174036004, 708932005, 109740009, 21282002, 64587006]]	[[116680003, 3], [363700003, 0], [405813007, 0], [260686004, -1], [260870009, 0]]	[[233365000, 233368003, 175564009, 265524008, 175624003, 265512001, 233367008, 175622004, 175626001, 175630003], [85659009, 432119003, 70984001, 125271003, 57754000, 277198009, 53672001, 233982006, 14156004, 123625002], [7657000, 69833005, 711511008, 113270003, 83419000, 764115008, 787112007, 764114007, 787111000, 113275008], [360150000, 282089006, 713295009, 257747009, 261391004, 425362007, 256522001, 129306000, 257867005, 360324009], [25876001, 398142004, 708933000, 25721000087108, 715743002, 174036004, 708932005, 109740009, 21282002, 64587006]]
medición del nivel de adrenocorticotrofina en suero (procedimiento)	271536006	procedimiento	0	0	[271244005, 271245006, 313759009, 269862009, 394665003, 391378005, 391563004, 395043005, 166324000, 391341007]	0	1.0	4	1.0	[116686009, 246093002, 116680003, 260686004]	271244005	4	1.0	[116686009, 246093002, 116680003, 260686004]	271244005	[[116686009, 0], [246093002, 0], [116680003, -1], [260686004, 0]]	[[119364003, 258590006, 122591000, 441578006, 441650000, 441729003, 442555003, 737089009, 441584009, 442529004], [40789008, 237669001, 264303006, 35113007, 41646006, 51925009, 73064001, 371130005, 259338007, 734675006], [80874005, 113083009, 121744008, 489004, 117694008, 250648005, 89113004, 121815004, 412932004, 412892000], [129266000, 129307009, 360038009, 129410003, 129318009, 129399000, 256644001, 257890000, 277763000, 303996000]]	[[116686009, 0], [246093002, 0], [116680003, -1], [260686004, 0]]	[[119364003, 258590006, 122591000, 441578006, 441650000, 441729003, 442555003, 737089009, 441584009, 442529004], [40789008, 237669001, 264303006, 35113007, 41646006, 51925009, 73064001, 371130005, 259338007, 734675006], [80874005, 113083009, 121744008, 489004, 117694008, 250648005, 89113004, 121815004, 412932004, 412892000], [129266000, 129307009, 360038009, 129410003, 129318009, 129399000, 256644001, 257890000, 277763000, 303996000]]
dermatomicosis diseminada por Penicillium (trastorno)	403123003	trastorno	0	0	[403124009, 403125005, 713315007, 427520002, 127601000119103, 721797009, 735520000, 240446006, 40911008, 428217009]	0	1.0	4	1.0	[246075003, 116680003, 370135005, 363698007]	403124009	4	1.0	[246075003, 116680003, 370135005, 363698007]	403124009	[[246075003, -1], [116680003, 0], [370135005, 0], [363698007, 0]]	[[10210008, 57637003, 84508009, 417673007, 417148008, 416159005, 30054003, 54003002, 417358001, 61658000], [402138008, 240759004, 403110005, 240748008, 240746007, 402131002, 4499004, 64650008, 80890005, 28697001], [441862004, 609404002, 308489006, 272515006, 415178003, 719982003, 52661003, 702640006, 442614005, 716234001], [39937001, 45591000, 23747009, 24483006, 23547007, 26803003, 280418005, 63464009, 44767003, 247434009]]	[[246075003, -1], [116680003, 0], [370135005, 0], [363698007, 0]]	[[10210008, 57637003, 84508009, 417673007, 417148008, 416159005, 30054003, 54003002, 417358001, 61658000], [402138008, 240759004, 403110005, 240748008, 240746007, 402131002, 4499004, 64650008, 80890005, 28697001], [441862004, 609404002, 308489006, 272515006, 415178003, 719982003, 52661003, 702640006, 442614005, 716234001], [39937001, 45591000, 23747009, 24483006, 23547007, 26803003, 280418005, 63464009, 44767003, 247434009]]
caquexia asociada con SIDA (hallazgo)	422003001	hallazgo	-1	-1	[421230000, 421883002, 420900006, 420877009, 422194002, 421403008, 421706001, 422177004, 420945005, 421529006]	0	1.0	3	0.75	[116680003, 363698007, 47429007]	421230000	0	0.0	[]	-1	[[116680003, -1], [363698007, -1], [47429007, 0]]	[[420721002, 420302007, 421394009, 421874007, 420403001, 170530008, 421312009, 421020000, 420818005, 421431004], [181268008, 181279003, 362291003, 361576004, 732052001, 361596007, 279384001, 264459002, 731377006, 361337001], [62479008, 170530008, 276665006, 420403001, 420818005, 420721002, 421312009, 421020000, 420302007, 421431004]]		
prueba de resistencia a la lisozima (procedimiento)	9759000	procedimiento	0	0	[252481005, 89834008, 79794005, 252248006, 23297007, 252266001, 302761001, 46470002, 34733005, 64014002]	0	1.0	2	0.5	[116680003, 260686004]	252481005	2	0.5	[116680003, 260686004]	252481005	[[116680003, -1], [260686004, 0]]	[[302761001, 252266001, 252248006, 23297007, 252628008, 307792009, 34733005, 20508006, 417518004, 17515000], [129265001, 288468001, 129278001, 129301005, 298053008, 129372002, 277763000, 129430004, 129318009, 360038009]]	[[116680003, -1], [260686004, 0]]	[[302761001, 252266001, 252248006, 23297007, 252628008, 307792009, 34733005, 20508006, 417518004, 17515000], [129265001, 288468001, 129278001, 129301005, 298053008, 129372002, 277763000, 129430004, 129318009, 360038009]]
aumento de cúbito (procedimiento)	313051001	procedimiento	0	0	[313052008, 313048008, 313050000, 304365008, 313053003, 272197008, 164770006, 239391007, 272233004, 698815005]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	313052008	3	1.0	[116680003, 260686004, 405813007]	313052008	[[116680003, 0], [260686004, 0], [405813007, 0]]	[[58993002, 2566000, 5760000, 22344009, 39372009, 5616006, 54556006, 12361006, 733235002, 263207000], [129351000, 129338005, 129349004, 713295009, 129350004, 129352007, 410820007, 129311003, 129286001, 788288006], [23416004, 21133008, 712897002, 719463001, 719462006, 91238003, 712895005, 719622004, 719621006, 62413002]]	[[116680003, 0], [260686004, 0], [405813007, 0]]	[[58993002, 2566000, 5760000, 22344009, 39372009, 5616006, 54556006, 12361006, 733235002, 263207000], [129351000, 129338005, 129349004, 713295009, 129350004, 129352007, 410820007, 129311003, 129286001, 788288006], [23416004, 21133008, 712897002, 719463001, 719462006, 91238003, 712895005, 719622004, 719621006, 62413002]]
ingreso personal bajo (hallazgo)	224175008	hallazgo	0	0	[224177000, 405775000, 305615004, 305618002, 224176009, 305604009, 310517007, 224170003, 305601001, 305442008]	0	1.0	3	1.0	[418775008, 116680003, 363714003]	224177000	3	1.0	[418775008, 116680003, 363714003]	224177000	[[418775008, 0], [116680003, 0], [363714003, 0]]	[[84100007, 5491000179105, 6035001, 401059001, 32069008, 129466003, 444438001, 57224009, 184232002, 307892003], [365554002, 365553008, 365550006, 365552003, 365482007, 365557009, 365526009, 365461001, 365484008, 365565007], [224173001, 74781006, 16702001, 310517007, 305604009, 25986004, 305615004, 306859002, 305618002, 178046009]]	[[418775008, 0], [116680003, 0], [363714003, 0]]	[[84100007, 5491000179105, 6035001, 401059001, 32069008, 129466003, 444438001, 57224009, 184232002, 307892003], [365554002, 365553008, 365550006, 365552003, 365482007, 365557009, 365526009, 365461001, 365484008, 365565007], [224173001, 74781006, 16702001, 310517007, 305604009, 25986004, 305615004, 306859002, 305618002, 178046009]]
eliptocitosis hereditaria por defecto de espectrina alfa (trastorno)	8857001	trastorno	0	0	[73073009, 69981004, 66262001, 25266006, 32648007, 47516005, 77413008, 15121005, 24975009, 234459007]	0	1.0	7	1.0	[116680003, 116676008, 363713009, 246454002, 363714003, 363698007, 370135005]	73073009	7	1.0	[116680003, 116676008, 363713009, 246454002, 363714003, 363698007, 370135005]	73073009	[[116680003, 0], [116676008, -1], [363713009, 0], [246454002, 0], [363714003, 0], [363698007, 0], [370135005, 0]]	[[11164009, 1899006, 85995004, 255404009, 75970008, 718103001, 87006007, 438492008, 716774008, 86426007], [20761000, 86988001, 227637003, 273065003, 297740002, 54190007, 83688008, 708036005, 297928005, 73569002], [281300000, 281302008, 416955003, 846676008, 80251000119104, 415116008, 449171008, 449781000, 394844007, 50177009], [255399007, 348971000119105, 45798009, 700257009, 26408002, 726334003, 62344005, 233646003, 64635004, 734477008], [441689006, 68994006, 442673006, 259693005, 43396009, 269822005, 104568008, 313995005, 259696002, 104142005], [41898006, 84082000, 57722009, 397021001, 725993007, 259681001, 23305007, 7841003, 397022008, 58359005], [308490002, 308489006, 272515006, 702640006, 609404002, 415178003, 719982003, 716234001, 247642000, 702639009]]	[[116680003, 0], [116676008, -1], [363713009, 0], [246454002, 0], [363714003, 0], [363698007, 0], [370135005, 0]]	[[11164009, 1899006, 85995004, 255404009, 75970008, 718103001, 87006007, 438492008, 716774008, 86426007], [20761000, 86988001, 227637003, 273065003, 297740002, 54190007, 83688008, 708036005, 297928005, 73569002], [281300000, 281302008, 416955003, 846676008, 80251000119104, 415116008, 449171008, 449781000, 394844007, 50177009], [255399007, 348971000119105, 45798009, 700257009, 26408002, 726334003, 62344005, 233646003, 64635004, 734477008], [441689006, 68994006, 442673006, 259693005, 43396009, 269822005, 104568008, 313995005, 259696002, 104142005], [41898006, 84082000, 57722009, 397021001, 725993007, 259681001, 23305007, 7841003, 397022008, 58359005], [308490002, 308489006, 272515006, 702640006, 609404002, 415178003, 719982003, 716234001, 247642000, 702639009]]
identificación de anticuerpos anti - grupo sanguíneo i - 2 (procedimiento)	104055009	procedimiento	0	0	[104054008, 104043003, 104044009, 103995003, 103986006, 103992000, 103977001, 103984009, 104057001, 104048007]	0	1.0	3	1.0	[246093002, 116680003, 260686004]	104054008	3	1.0	[246093002, 116680003, 260686004]	104054008	[[246093002, -1], [116680003, 0], [260686004, 0]]	[[501001, 82803005, 19136002, 44045008, 19400007, 61190009, 36260004, 84653002, 24479006, 49744003], [104050004, 103947007, 104032006, 103970004, 104036009, 104013000, 104019001, 104003008, 104251005, 104016008], [129266000, 121879000, 121878008, 121884006, 121888009, 121886008, 121877003, 121357003, 121875006, 121880002]]	[[246093002, -1], [116680003, 0], [260686004, 0]]	[[501001, 82803005, 19136002, 44045008, 19400007, 61190009, 36260004, 84653002, 24479006, 49744003], [104050004, 103947007, 104032006, 103970004, 104036009, 104013000, 104019001, 104003008, 104251005, 104016008], [129266000, 121879000, 121878008, 121884006, 121888009, 121886008, 121877003, 121357003, 121875006, 121880002]]
drenaje de chalazión (procedimiento)	274007003	procedimiento	0	0	[274008008, 308760005, 45901004, 445732008, 122462000, 241028002, 3826004, 287736008, 86369000, 1924009]	0	1.0	5	1.0	[116680003, 363709002, 405814001, 363701004, 260686004]	274008008	5	1.0	[116680003, 363709002, 405814001, 363701004, 260686004]	274008008	[[116680003, 0], [363709002, -1], [405814001, -1], [363701004, 0], [260686004, 0]]	[[172261006, 3826004, 172277007, 231593009, 302697001, 172212009, 172211002, 301913002, 176623001, 300081001], [52988006, 129738007, 129739004, 129742005, 708484008, 125575006, 708557009, 129740002, 417746004, 39347009], [80243003, 714649001, 51360009, 699898004, 38934000, 62736007, 721066003, 721065004, 41310005, 767662006], [105590001, 89227002, 417176000, 301054007, 45986006, 56552006, 440551000124102, 259653007, 312438007, 762766007], [129289008, 129423005, 298053008, 129301005, 129286001, 255595002, 288468001, 416677001, 303996000, 129402004]]	[[116680003, 0], [363709002, -1], [405814001, -1], [363701004, 0], [260686004, 0]]	[[172261006, 3826004, 172277007, 231593009, 302697001, 172212009, 172211002, 301913002, 176623001, 300081001], [52988006, 129738007, 129739004, 129742005, 708484008, 125575006, 708557009, 129740002, 417746004, 39347009], [80243003, 714649001, 51360009, 699898004, 38934000, 62736007, 721066003, 721065004, 41310005, 767662006], [105590001, 89227002, 417176000, 301054007, 45986006, 56552006, 440551000124102, 259653007, 312438007, 762766007], [129289008, 129423005, 298053008, 129301005, 129286001, 255595002, 288468001, 416677001, 303996000, 129402004]]
promoción de la participación familiar (régimen/tratamiento)	386299008	régimen/tratamiento	0	0	[386297005, 389110003, 710146004, 386371002, 710851008, 711070007, 281576008, 385992003, 710149006, 438294006]	0	1.0	2	1.0	[370131001, 116680003]	386297005	2	1.0	[370131001, 116680003]	386297005	[[370131001, 0], [116680003, 0]]	[[35359004, 425368006, 407339004, 427699001, 432751006, 285591004, 107072006, 422161000, 765304002, 416612004], [389110003, 171434007, 410417009, 385827001, 385826005, 134431007, 710137005, 423899000, 410226005, 710146004]]	[[370131001, 0], [116680003, 0]]	[[35359004, 425368006, 407339004, 427699001, 432751006, 285591004, 107072006, 422161000, 765304002, 416612004], [389110003, 171434007, 410417009, 385827001, 385826005, 134431007, 710137005, 423899000, 410226005, 710146004]]
