Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
unta alimentos (hallazgo)	286479000	hallazgo	-1	-1	[228045005, 228021006, 228052007, 228065003, 228008004, 228055009, 228022004, 228071009, 228027005, 228000006]	1	0.5	1	1.0	[116680003]	228045005	0	0.0	[]	-1	[[116680003, -1]]	[[229960001, 229959006, 229957008, 229965006, 229961002, 229962009, 410388007, 308218007, 229979003, 229956004]]		
liquen plano bucal reticular (trastorno)	707249009	trastorno	0	0	[235049008, 718068005, 238662007, 724511006, 238648000, 238664008, 200999007, 717061002, 402351009, 238645002]	0	1.0	4	1.0	[116676008, 116680003, 42752001, 363698007]	235049008	4	1.0	[116676008, 116680003, 42752001, 363698007]	235049008	[[116676008, 0], [116680003, -1], [42752001, 0], [363698007, 0]]	[[70831001, 53788007, 89757007, 47725002, 50495000, 4538007, 723013007, 53028003, 271807003, 723012002], [41188003, 74336005, 280129003, 9067002, 280130008, 8771003, 280128006, 280131007, 280126005, 95937008], [418363000, 424492005, 240699006, 128862000, 254788004, 299007, 201025002, 707150004, 403574001, 240394009], [74336005, 41188003, 8771003, 9067002, 280129003, 280130008, 95937008, 20159001, 280128006, 127960009]]	[[116676008, 0], [116680003, -1], [42752001, 0], [363698007, 0]]	[[70831001, 53788007, 89757007, 47725002, 50495000, 4538007, 723013007, 53028003, 271807003, 723012002], [41188003, 74336005, 280129003, 9067002, 280130008, 8771003, 280128006, 280131007, 280126005, 95937008], [418363000, 424492005, 240699006, 128862000, 254788004, 299007, 201025002, 707150004, 403574001, 240394009], [74336005, 41188003, 8771003, 9067002, 280129003, 280130008, 95937008, 20159001, 280128006, 127960009]]
embonato de olanzapina monohidratado (sustancia)	725801000	sustancia	0	0	[725800004, 735189005, 725652001, 734474001, 395872007, 391000220105, 725854002, 725651008, 725653006, 725654000]	0	1.0	2	1.0	[116680003, 738774007]	725800004	2	1.0	[116680003, 738774007]	725800004	[[116680003, 0], [738774007, 0]]	[[764427001, 5206007, 7284008, 10357007, 993004, 79370008, 17643002, 441193001, 56755006, 32269000], [725800004, 386849001, 725734005, 735189005, 725652001, 725760006, 395872007, 734474001, 409170007, 725673001]]	[[116680003, 0], [738774007, 0]]	[[764427001, 5206007, 7284008, 10357007, 993004, 79370008, 17643002, 441193001, 56755006, 32269000], [725800004, 386849001, 725734005, 735189005, 725652001, 725760006, 395872007, 734474001, 409170007, 725673001]]
reparación del tórax en quilla mediante un implante (procedimiento)	80145003	procedimiento	0	0	[30735008, 177758000, 34233009, 307238006, 86770002, 77969008, 62318005, 70202005, 18701002, 9274004]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	30735008	3	1.0	[116680003, 260686004, 405813007]	30735008	[[116680003, 2], [260686004, 2], [405813007, 1]]	[[238338005, 264949009, 65176000, 47700006, 720973001, 180132001, 773133007, 177758000, 180134000, 40375001], [129338005, 129336009, 129377008, 360032005, 360017003, 236280001, 178182001, 90843006, 360150000, 439054007], [76052000, 63698005, 59380008, 22577007, 788648006, 788647001, 161973001, 78904004, 41425009, 63358003]]	[[116680003, 2], [260686004, 2], [405813007, 1]]	[[238338005, 264949009, 65176000, 47700006, 720973001, 180132001, 773133007, 177758000, 180134000, 40375001], [129338005, 129336009, 129377008, 360032005, 360017003, 236280001, 178182001, 90843006, 360150000, 439054007], [76052000, 63698005, 59380008, 22577007, 788648006, 788647001, 161973001, 78904004, 41425009, 63358003]]
sutura de arteria de extremidad (procedimiento)	447816000	procedimiento	0	0	[119814002, 2659008, 66016003, 82467004, 43317001, 195254008, 4146003, 41202006, 17287001, 90351000]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	119814002	3	1.0	[116680003, 260686004, 405813007]	119814002	[[116680003, 4], [260686004, 1], [405813007, 0]]	[[17100006, 188383006, 363319005, 17287001, 67727001, 90351000, 85286001, 75579003, 25410008, 405516005], [367560003, 129357001, 360060007, 303996000, 257897002, 129360008, 129374001, 257935006, 360038009, 277763000], [4146003, 721214000, 721213006, 711510009, 726470004, 726469000, 70791007, 711512001, 75531005, 312564004]]	[[116680003, 4], [260686004, 1], [405813007, 0]]	[[17100006, 188383006, 363319005, 17287001, 67727001, 90351000, 85286001, 75579003, 25410008, 405516005], [367560003, 129357001, 360060007, 303996000, 257897002, 129360008, 129374001, 257935006, 360038009, 277763000], [4146003, 721214000, 721213006, 711510009, 726470004, 726469000, 70791007, 711512001, 75531005, 312564004]]
revisión de reservorio urinario continente (procedimiento)	236206005	procedimiento	0	0	[275232002, 236203002, 261559004, 261557002, 304586009, 261556006, 281162000, 2843005, 261555005, 277588006]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	275232002	3	1.0	[116680003, 260686004, 405813007]	275232002	[[116680003, -1], [260686004, -1], [405813007, -1]]	[[236203002, 275232002, 281162000, 261559004, 304586009, 261557002, 261556006, 277588006, 2843005, 261555005], [424208002, 257890000, 256644001, 129278001, 367558000, 129430004, 129410003, 129318009, 360147003, 298053008], [431938005, 431491007, 254913005, 262890007, 363517008, 118642009, 373356002, 446938009, 609523007, 371486001]]	[[116680003, -1], [260686004, -1], [405813007, -1]]	[[236203002, 275232002, 281162000, 261559004, 304586009, 261557002, 261556006, 277588006, 2843005, 261555005], [424208002, 257890000, 256644001, 129278001, 367558000, 129430004, 129410003, 129318009, 360147003, 298053008], [431938005, 431491007, 254913005, 262890007, 363517008, 118642009, 373356002, 446938009, 609523007, 371486001]]
pTis: carcinoma plano in situ (vejiga, uréter y pelvis renal) (hallazgo)	396668003	hallazgo	0	0	[373175001, 369793000, 369934002, 373177009, 373176000, 395705003, 422901001, 396369000, 128879006, 92792003]	0	1.0	3	1.0	[116676008, 116680003, 363714003]	373175001	3	1.0	[116676008, 116680003, 363714003]	373175001	[[116676008, -1], [116680003, 0], [363714003, 0]]	[[279240004, 279243002, 279244008, 6041008, 91554004, 699224004, 932006, 416377005, 396554002, 4776004], [84921008, 396554002, 443812002, 44401000, 443604008, 443721006, 17076002, 443505003, 443506002, 443357004], [364636000, 363924004, 364637009, 417296002, 364171004, 421261009, 395531003, 364528001, 364538006, 363801007]]	[[116676008, -1], [116680003, 0], [363714003, 0]]	[[279240004, 279243002, 279244008, 6041008, 91554004, 699224004, 932006, 416377005, 396554002, 4776004], [84921008, 396554002, 443812002, 44401000, 443604008, 443721006, 17076002, 443505003, 443506002, 443357004], [364636000, 363924004, 364637009, 417296002, 364171004, 421261009, 395531003, 364528001, 364538006, 363801007]]
histidina amoníaco - liasa (sustancia)	24185006	sustancia	0	0	[44207004, 52881004, 74014003, 130939005, 81357007, 87236006, 87039005, 71391002, 124628005, 52358009]	0	1.0	2	1.0	[116680003, 726542003]	44207004	2	1.0	[116680003, 726542003]	44207004	[[116680003, 0], [726542003, -1]]	[[21533003, 130932001, 1672007, 771370002, 28598003, 130055001, 129922006, 304264009, 130944003, 68101005], [74564004, 41613000, 49846006, 130859008, 57091004, 82671008, 28767002, 130850007, 89781000, 2883002]]	[[116680003, 0], [726542003, -1]]	[[21533003, 130932001, 1672007, 771370002, 28598003, 130055001, 129922006, 304264009, 130944003, 68101005], [74564004, 41613000, 49846006, 130859008, 57091004, 82671008, 28767002, 130850007, 89781000, 2883002]]
arteria lagrimal [como un todo] (estructura corporal)	369324002	estructura corporal	0	0	[369322003, 149582008, 730065004, 368792002, 787814005, 146753008, 148470005, 147864007, 82386008, 280218007]	0	1.0	2	1.0	[116680003, 272741003]	369322003	2	1.0	[116680003, 272741003]	369322003	[[116680003, 0], [272741003, 0]]	[[59749000, 19796009, 6050005, 38550000, 46119003, 43045000, 80984007, 3924000, 18855009, 19414007], [182353008, 437882009, 709880000, 384727002, 24614000, 308764001, 16421008, 128420001, 255487004, 36368009]]	[[116680003, 0], [272741003, 0]]	[[59749000, 19796009, 6050005, 38550000, 46119003, 43045000, 80984007, 3924000, 18855009, 19414007], [182353008, 437882009, 709880000, 384727002, 24614000, 308764001, 16421008, 128420001, 255487004, 36368009]]
evaluación con escala de equilibrio y marcha de Tinetti (procedimiento)	443704002	procedimiento	1	1	[443318007, 774197003, 428203000, 443657009, 443618001, 443639008, 718707009, 719152008, 718709007, 443125007]	0	1.0	1	1.0	[116680003]	443318007	2	1.0	[116680003, 260686004]	774197003	[[116680003, -1]]	[[394831002, 310813001, 427206005, 182770003, 398272001, 312384001, 273249006, 719862003, 782487009, 273588007]]	[[116680003, 0], [260686004, 0]]	[[445536008, 404934007, 273709004, 273284005, 712724008, 718707009, 718709007, 716803005, 709864005, 714352002], [129265001, 273476008, 129449000, 273606001, 273297007, 273678004, 273541008, 446982000, 273250006, 273890000]]
vinorelbina (sustancia)	372541004	sustancia	0	0	[387460005, 704259004, 445569008, 419490003, 409406007, 427429004, 386916009, 423259008, 385519002, 442795003]	0	1.0	2	1.0	[116680003, 726542003]	387460005	2	1.0	[116680003, 726542003]	387460005	[[116680003, -1], [726542003, 0]]	[[372688009, 363688001, 372758007, 412250002, 255683006, 108817007, 2537003, 372783007, 372669002, 734780005], [734739003, 786885008, 787361001, 734593002, 734576002, 734801003, 734580007, 734597001, 782495008, 734575003]]	[[116680003, -1], [726542003, 0]]	[[372688009, 363688001, 372758007, 412250002, 255683006, 108817007, 2537003, 372783007, 372669002, 734780005], [734739003, 786885008, 787361001, 734593002, 734576002, 734801003, 734580007, 734597001, 782495008, 734575003]]
neoplasia de comportamiento incierto de bronquio del lóbulo inferior derecho del pulmón (trastorno)	94771004	trastorno	0	0	[94769004, 94773001, 94770003, 95031007, 94904002, 95033005, 94772006, 94905001, 95032000, 94228007]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	94769004	3	1.0	[116676008, 116680003, 363698007]	94769004	[[116676008, 0], [116680003, 0], [363698007, 0]]	[[86251006, 817967001, 39892006, 818947007, 39577004, 818955000, 255059002, 253051001, 783219005, 397196003], [94774007, 95144000, 94920007, 95115002, 95136000, 94899001, 95006006, 94815008, 94922004, 95120002], [64353002, 82407001, 11339004, 23792002, 360356002, 74806005, 360357006, 64154003, 76946003, 90949006]]	[[116676008, 0], [116680003, 0], [363698007, 0]]	[[86251006, 817967001, 39892006, 818947007, 39577004, 818955000, 255059002, 253051001, 783219005, 397196003], [94774007, 95144000, 94920007, 95115002, 95136000, 94899001, 95006006, 94815008, 94922004, 95120002], [64353002, 82407001, 11339004, 23792002, 360356002, 74806005, 360357006, 64154003, 76946003, 90949006]]
quiste óseo de hombro izquierdo (trastorno)	1076991000119107	trastorno	0	0	[1076981000119109, 1077161000119100, 1077141000119104, 1077171000119106, 1077151000119102, 1077011000119102, 1077001000119100, 1077081000119108, 1077091000119106, 767847006]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	1076981000119109	3	1.0	[116676008, 116680003, 363698007]	1076981000119109	[[116676008, 0], [116680003, 1], [363698007, 1]]	[[66954000, 203465002, 32322008, 699539004, 76000001, 203468000, 112643007, 203467005, 767852001, 767848001], [16302271000119108, 16302551000119102, 16302511000119103, 16302071000119103, 16302431000119109, 16302031000119101, 11780921000119100, 11780881000119107, 719544004, 719543005], [720623001, 720624007, 737444002, 737445001, 272691005, 712937003, 26444007, 304178003, 725429005, 444785006]]	[[116676008, 0], [116680003, 1], [363698007, 1]]	[[66954000, 203465002, 32322008, 699539004, 76000001, 203468000, 112643007, 203467005, 767852001, 767848001], [16302271000119108, 16302551000119102, 16302511000119103, 16302071000119103, 16302431000119109, 16302031000119101, 11780921000119100, 11780881000119107, 719544004, 719543005], [720623001, 720624007, 737444002, 737445001, 272691005, 712937003, 26444007, 304178003, 725429005, 444785006]]
encefalopatía hipóxica isquémica leve del recién nacido (trastorno)	134831000119103	trastorno	0	0	[134821000119101, 134811000119108, 703301002, 7550008, 276517000, 703302009, 230683002, 276516009, 199022003, 238061001]	0	1.0	5	1.0	[116680003, 116676008, 255234002, 246454002, 363698007]	134821000119101	5	1.0	[116680003, 116676008, 255234002, 246454002, 363698007]	134821000119101	[[116680003, 0], [116676008, 0], [255234002, 0], [246454002, 0], [363698007, 0]]	[[95628005, 277480002, 37695001, 425522009, 723307008, 95624007, 80378000, 206578007, 95611007, 276644000], [37782003, 248018002, 210529004, 860692001, 41445001, 276552008, 210575007, 210725007, 210705008, 95610008], [389088001, 389089009, 276599001, 72452005, 2994004, 413808003, 312372003, 712820006, 240845003, 192640001], [255407002, 80473005, 276644000, 271375003, 276524004, 37695001, 870353004, 206324006, 206539008, 80378000], [280369009, 37035000, 28937000, 38852004, 59837008, 58331009, 113282007, 52427009, 23671005, 78942005]]	[[116680003, 0], [116676008, 0], [255234002, 0], [246454002, 0], [363698007, 0]]	[[95628005, 277480002, 37695001, 425522009, 723307008, 95624007, 80378000, 206578007, 95611007, 276644000], [37782003, 248018002, 210529004, 860692001, 41445001, 276552008, 210575007, 210725007, 210705008, 95610008], [389088001, 389089009, 276599001, 72452005, 2994004, 413808003, 312372003, 712820006, 240845003, 192640001], [255407002, 80473005, 276644000, 271375003, 276524004, 37695001, 870353004, 206324006, 206539008, 80378000], [280369009, 37035000, 28937000, 38852004, 59837008, 58331009, 113282007, 52427009, 23671005, 78942005]]
idioma principal hablado: asamés (hallazgo)	698886001	hallazgo	0	0	[698652007, 408524001, 408527008, 408525000, 315577000, 698889008, 698682001, 609093008, 698911000, 698668001]	1	0.8	3	1.0	[418775008, 116680003, 363714003]	698652007	3	1.0	[418775008, 116680003, 363714003]	698652007	[[418775008, 0], [116680003, 0], [363714003, 0]]	[[84100007, 129466003, 5491000179105, 6035001, 394809005, 401059001, 394600006, 250171008, 229058001, 307892003], [370157003, 698675000, 408521009, 718512007, 315581000, 698901007, 698889008, 698891000, 408526004, 408522002], [161139007, 297552006, 297503007, 297491003, 297565002, 297519000, 297613007, 313422009, 297861002, 297492005]]	[[418775008, 0], [116680003, 0], [363714003, 0]]	[[84100007, 129466003, 5491000179105, 6035001, 394809005, 401059001, 394600006, 250171008, 229058001, 307892003], [370157003, 698675000, 408521009, 718512007, 315581000, 698901007, 698889008, 698891000, 408526004, 408522002], [161139007, 297552006, 297503007, 297491003, 297565002, 297519000, 297613007, 313422009, 297861002, 297492005]]
núcleo lenticular cerebeloso [como un todo] (estructura corporal)	726835009	estructura corporal	0	0	[728908008, 279319002, 279157006, 369131006, 369127000, 369132004, 730831004, 82705008, 369144001, 369180001]	0	1.0	2	1.0	[116680003, 272741003]	728908008	2	1.0	[116680003, 272741003]	728908008	[[116680003, 0], [272741003, 0]]	[[7494000, 279220006, 279152000, 62088007, 53565009, 279303009, 279224002, 416164009, 25949000, 47022007], [182353008, 41648007, 709880000, 279319002, 369189000, 437882009, 5677006, 279163002, 727044004, 369141009]]	[[116680003, 0], [272741003, 0]]	[[7494000, 279220006, 279152000, 62088007, 53565009, 279303009, 279224002, 416164009, 25949000, 47022007], [182353008, 41648007, 709880000, 279319002, 369189000, 437882009, 5677006, 279163002, 727044004, 369141009]]
tiotropio (sustancia)	409169006	sustancia	0	0	[703921008, 704459002, 706898002, 425812008, 414289007, 787023009, 703922001, 715783005, 787025002, 706899005]	0	1.0	2	1.0	[116680003, 726542003]	703921008	2	1.0	[116680003, 726542003]	703921008	[[116680003, 0], [726542003, 0]]	[[372679000, 372806008, 715680000, 771382006, 764504006, 373336003, 771351007, 838466008, 385561008, 373228009], [734696004, 734708000, 734698003, 734547000, 763167003, 734814002, 838464006, 734628006, 72984007, 734627001]]	[[116680003, 0], [726542003, 0]]	[[372679000, 372806008, 715680000, 771382006, 764504006, 373336003, 771351007, 838466008, 385561008, 373228009], [734696004, 734708000, 734698003, 734547000, 763167003, 734814002, 838464006, 734628006, 72984007, 734627001]]
alergia a demeclociclina (hallazgo)	294591007	hallazgo	0	0	[294983009, 294399008, 294586006, 294956008, 294290009, 294981006, 294577001, 293840008, 294984003, 293855004]	0	1.0	3	1.0	[116680003, 719722006, 246075003]	294983009	3	1.0	[116680003, 719722006, 246075003]	294983009	[[116680003, 0], [719722006, 0], [246075003, 0]]	[[416098002, 294571000, 294689006, 860777008, 294354000, 294103005, 294584009, 294566007, 860778003, 293754009], [472964009, 609404002, 415178003, 719982003, 781474001, 272515006, 472963003, 702640006, 441862004, 402387002], [372779007, 372910007, 58325006, 108686006, 372527008, 387445007, 96372005, 387548007, 373726009, 387189002]]	[[116680003, 0], [719722006, 0], [246075003, 0]]	[[416098002, 294571000, 294689006, 860777008, 294354000, 294103005, 294584009, 294566007, 860778003, 293754009], [472964009, 609404002, 415178003, 719982003, 781474001, 272515006, 472963003, 702640006, 441862004, 402387002], [372779007, 372910007, 58325006, 108686006, 372527008, 387445007, 96372005, 387548007, 373726009, 387189002]]
